,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,location,longitude,latitude
231 Bourke St,23.323529411764707,12.529411764705882,10.911764705882353,10.264705882352942,9.970588235294118,13.176470588235293,26.470588235294116,66.70588235294117,106.8529411764706,141.05882352941177,186.91176470588235,239.55882352941177,342.6470588235294,349.3235294117647,315.5,295.6764705882353,280.7352941176471,259.6764705882353,196.0,140.7941176470588,114.38235294117646,97.23529411764706,73.3529411764706,34.11764705882353,"(-37.81333081, 144.96675572)",144.96675572,-37.81333081
Alfred Place,7.137254901960786,4.343137254901961,8.049019607843135,4.46078431372549,3.1274509803921573,7.039215686274509,26.970588235294116,39.764705882352935,74.55882352941177,77.92156862745097,72.79411764705883,71.59803921568628,144.36274509803923,134.76470588235293,87.21568627450979,69.58823529411765,62.89215686274509,61.59803921568628,39.79411764705882,29.500000000000004,19.911764705882348,13.196078431372548,11.196078431372548,9.794117647058822,"(-37.81379749, 144.96995745)",144.96995745,-37.81379749
Birrarung Marr,5.117647058823529,5.529411764705882,2.6176470588235294,6.323529411764706,5.852941176470588,17.264705882352942,68.05882352941177,144.52941176470588,174.94117647058823,107.29411764705883,103.52941176470588,111.88235294117646,150.08823529411765,143.52941176470588,139.05882352941177,153.26470588235293,188.05882352941177,234.26470588235293,148.44117647058823,70.55882352941177,43.529411764705884,28.735294117647058,16.470588235294116,9.441176470588236,"(-37.81862929, 144.97169395)",144.97169395,-37.81862929
Bourke St - Spencer St (North),20.235294117647058,11.441176470588236,11.764705882352942,7.411764705882353,9.0,45.85294117647059,103.82352941176471,203.26470588235293,301.5882352941176,240.73529411764707,210.88235294117646,225.38235294117646,291.1764705882353,344.38235294117646,297.20588235294116,309.2352941176471,348.20588235294116,400.61764705882354,237.55882352941177,147.3235294117647,101.73529411764706,96.47058823529412,76.61764705882354,39.55882352941177,"(-37.81686074, 144.95358075)",144.95358075,-37.81686074
Bourke St Bridge,4.9411764705882355,2.8529411764705883,1.8529411764705883,1.9705882352941178,1.9411764705882353,18.470588235294116,60.6764705882353,111.44117647058823,132.6764705882353,96.94117647058823,99.5,101.73529411764706,129.14705882352942,138.35294117647058,117.6470588235294,131.23529411764707,136.55882352941177,158.7058823529412,94.8529411764706,57.205882352941174,38.38235294117647,32.029411764705884,22.558823529411764,11.823529411764707,"(-37.8176735, 144.95025595)",144.95025595,-37.8176735
Bourke St-Russell St (West),156.09523809523807,142.71428571428572,88.28571428571429,54.952380952380956,41.42857142857143,44.33333333333333,43.523809523809526,62.857142857142854,98.95238095238095,141.80952380952382,225.76190476190476,316.4761904761905,472.2857142857143,499.9047619047619,443.952380952381,407.0476190476191,449.4761904761904,456.33333333333337,441.66666666666663,398.76190476190476,332.85714285714283,257.61904761904765,180.85714285714286,108.23809523809521,"(-37.81244703, 144.96778757)",144.96778757,-37.81244703
Bourke Street Mall (North),18.941176470588236,12.617647058823529,7.411764705882353,7.235294117647059,5.029411764705882,15.205882352941176,64.17647058823529,103.44117647058823,177.0,310.7352941176471,455.61764705882354,638.1176470588235,881.0882352941177,1059.1764705882354,1089.1176470588234,1147.1176470588234,1132.1470588235295,1009.3823529411765,562.7941176470588,347.8529411764706,178.91176470588235,105.32352941176471,67.58823529411765,37.029411764705884,"(-37.8134944, 144.96515324)",144.96515324,-37.813494399999996
Bourke Street Mall (South),17.176470588235293,7.823529411764706,8.735294117647058,9.470588235294118,7.5588235294117645,8.794117647058824,24.764705882352942,74.08823529411765,124.58823529411765,195.14705882352942,317.97058823529414,444.79411764705884,621.0294117647059,724.4117647058823,689.3529411764706,685.0294117647059,633.3235294117648,464.2647058823529,242.7058823529412,135.05882352941177,91.52941176470588,63.38235294117647,38.94117647058823,22.205882352941178,"(-37.81380667, 144.96516719)",144.96516719,-37.81380667
Building 80 RMIT,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,6.205882352941177,26.323529411764707,36.26470588235294,51.911764705882355,62.3235294117647,85.76470588235294,85.05882352941177,83.20588235294117,90.17647058823529,84.23529411764706,19.61764705882353,0.11764705882352941,0.0,0.029411764705882353,0.029411764705882353,0.08823529411764706,0.058823529411764705,"(-37.80825648, 144.96304859)",144.96304859,-37.80825648
Chinatown-Lt Bourke St (South),13.235294117647058,8.117647058823529,5.705882352941177,5.382352941176471,3.735294117647059,5.323529411764706,12.0,18.529411764705884,39.294117647058826,47.94117647058823,70.94117647058823,102.94117647058823,147.26470588235293,153.88235294117646,144.08823529411765,145.3235294117647,127.20588235294117,140.6764705882353,141.38235294117646,129.0,116.38235294117646,81.32352941176471,53.529411764705884,30.91176470588235,"(-37.81172913, 144.9682466)",144.96824660000001,-37.81172913
