key,vehicles,split_veh,haze,split_haze
dusttornado-001.jpg,16,train,0.519433,train
dusttornado-002.jpg,10,val,0.403472,val
dusttornado-003.jpg,23,train,0.998463,train
dusttornado-004.jpg,7,train,0.785375,train
dusttornado-005.jpg,21,train,0.679697,train
dusttornado-006.jpg,3,train,0.589628,train
dusttornado-007.jpg,3,val,0.209236,val
dusttornado-008.jpg,45,train,0.650824,train
dusttornado-010.jpg,1,train,0.835574,train
dusttornado-012.jpg,13,train,0.940063,train
dusttornado-013.jpg,4,train,0.558845,train
dusttornado-014.jpg,8,train,0.489832,train
dusttornado-015.jpg,11,val,0.275365,val
dusttornado-016.jpg,6,val,0.531298,val
dusttornado-017.jpg,8,train,0.325934,train
dusttornado-018.jpg,11,train,0.9423,train
dusttornado-019.jpg,2,train,0.669479,train
dusttornado-020.jpg,12,train,0.896502,train
dusttornado-021.jpg,5,test,0.831849,test
dusttornado-022.jpg,1,train,0.437562,train
dusttornado-023.jpg,15,val,0.613498,val
dusttornado-024.jpg,2,train,0.497151,train
dusttornado-025.jpg,1,val,0.538636,val
dusttornado-026.jpg,2,train,0.487566,train
dusttornado-027.jpg,7,train,0.36775,train
dusttornado-029.jpg,1,train,0.626807,train
dusttornado-030.jpg,7,train,0.674986,train
dusttornado-031.jpg,5,train,0.721263,train
dusttornado-032.jpg,2,train,0.347126,train
dusttornado-033.jpg,8,train,0.313529,train
dusttornado-034.jpg,5,train,0.244119,train
dusttornado-035.jpg,8,train,0.918664,train
dusttornado-036.jpg,3,train,0.687032,train
dusttornado-038.jpg,27,train,0.811256,train
dusttornado-909.jpg,38,train,0.617665,train
dusttornado-937.jpg,3,train,0.677478,train
foggy-001.jpg,1,val,0.457954,val
foggy-002.jpg,4,train,0.47434,train
foggy-003.jpg,4,train,0.557816,train
foggy-004.jpg,12,val,0.673667,val
foggy-006.jpg,1,train,0.391551,train
foggy-007.jpg,11,train,0.450471,train
foggy-008.jpg,2,test,0.344086,test
foggy-009.jpg,4,train,0.539927,train
foggy-010.jpg,6,train,0.496615,train
foggy-011.jpg,2,train,0.321564,train
foggy-012.jpg,1,train,0.477258,train
foggy-014.jpg,7,val,0.370036,val
foggy-015.jpg,4,train,0.485467,train
foggy-016.jpg,6,train,0.490114,train
foggy-017.jpg,1,train,0.424812,train
foggy-018.jpg,14,train,0.470864,train
foggy-019.jpg,3,train,0.582859,train
foggy-020.jpg,1,train,0.520525,train
foggy-022.jpg,1,train,0.453607,train
foggy-023.jpg,1,val,0.415014,val
foggy-024.jpg,5,train,0.436054,train
foggy-025.jpg,6,train,0.391977,train
foggy-026.jpg,2,train,0.469768,train
foggy-027.jpg,7,train,0.691128,train
foggy-028.jpg,2,train,0.645485,train
foggy-029.jpg,3,train,0.482278,train
foggy-030.jpg,2,train,0.368107,train
foggy-031.jpg,3,test,0.511152,test
foggy-033.jpg,19,train,0.579122,train
foggy-034.jpg,3,train,0.366885,train
foggy-035.jpg,4,test,0.327279,test
foggy-036.jpg,12,train,0.489028,train
foggy-037.jpg,7,test,0.269113,test
foggy-038.jpg,8,train,0.363204,train
foggy-039.jpg,15,train,0.553595,train
foggy-040.jpg,31,train,0.665216,train
foggy-041.jpg,4,train,0.510885,train
foggy-042.jpg,1,train,0.418008,train
foggy-043.jpg,2,train,0.354679,train
foggy-044.jpg,5,train,0.260023,train
foggy-045.jpg,1,train,0.459594,train
foggy-046.jpg,1,train,0.523908,train
foggy-047.jpg,1,train,0.563636,train
foggy-048.jpg,8,train,0.381967,train
foggy-049.jpg,5,test,0.550437,test
foggy-050.jpg,4,train,0.509717,train
foggy-051.jpg,2,test,0.502695,test
foggy-053.jpg,4,train,0.429011,train
foggy-055.jpg,4,val,0.539557,val
foggy-056.jpg,12,train,0.553187,train
foggy-057.jpg,2,train,0.331572,train
foggy-058.jpg,12,test,0.553187,test
foggy-059.jpg,4,train,0.529729,train
foggy-060.jpg,2,train,0.442616,train
foggy-061.jpg,1,train,0.591154,train
foggy-062.jpg,8,train,0.68595,train
foggy-063.jpg,2,train,0.434642,train
foggy-064.jpg,12,val,0.27154,val
foggy-065.jpg,3,train,0.410968,train
foggy-066.jpg,2,val,0.586994,val
foggy-067.jpg,3,train,0.34682,train
foggy-068.jpg,6,train,0.559225,train
foggy-069.jpg,5,train,0.464713,train
foggy-070.jpg,3,train,0.586251,train
foggy-072.jpg,4,train,0.491747,train
foggy-073.jpg,7,val,0.8216,val
foggy-074.jpg,1,train,0.391764,train
foggy-075.jpg,4,val,0.455899,val
foggy-076.jpg,1,train,0.690362,train
foggy-077.jpg,4,train,0.749581,train
foggy-078.jpg,25,val,0.450197,val
foggy-079.jpg,5,test,0.521892,test
foggy-080.jpg,15,train,0.640997,train
foggy-081.jpg,7,val,0.618203,val
foggy-083.jpg,8,train,0.541275,train
foggy-084.jpg,3,train,0.499414,train
foggy-085.jpg,6,train,0.517305,train
foggy-086.jpg,5,train,0.499765,train
foggy-087.jpg,4,train,0.596418,train
foggy-088.jpg,5,train,0.544225,train
foggy-089.jpg,2,test,0.504742,test
foggy-090.jpg,8,test,0.605525,test
foggy-091.jpg,9,train,0.538151,train
foggy-092.jpg,2,train,0.614687,train
foggy-093.jpg,15,train,0.536235,train
foggy-094.jpg,3,train,0.508613,train
foggy-095.jpg,4,train,0.468253,train
foggy-096.jpg,3,val,0.432405,val
foggy-097.jpg,5,train,0.574308,train
foggy-098.jpg,11,test,0.27154,test
foggy-099.jpg,9,train,0.726718,train
foggy-100.jpg,4,train,0.449768,train
foggy-102.jpg,6,train,0.660785,train
foggy-103.jpg,5,val,0.610186,val
foggy-104.jpg,4,test,0.358463,test
foggy-105.jpg,2,test,0.329069,test
foggy-106.jpg,2,train,0.484271,train
foggy-107.jpg,1,train,0.377387,train
foggy-108.jpg,5,train,0.51068,train
foggy-109.jpg,4,test,0.426734,test
foggy-111.jpg,8,train,0.365206,train
foggy-112.jpg,13,train,0.349748,train
foggy-113.jpg,8,train,0.453324,train
foggy-114.jpg,1,test,0.474834,test
haze-002.jpg,1,test,0.483005,test
haze-003.jpg,2,train,0.321564,train
