image_name,streetlight_count,on,dim,off
Bicycle_2015_00003.png,11,1,6,4
Bicycle_2015_00004.jpg,6,0,1,5
Bicycle_2015_00005.jpg,0,0,0,0
Bicycle_2015_00008.jpg,0,0,0,0
Bicycle_2015_00009.jpg,9,5,4,0
Bicycle_2015_00010.jpg,1,1,0,0
Bicycle_2015_00012.jpg,8,2,6,0
Bicycle_2015_00013.jpg,4,0,4,0
Bicycle_2015_00016.jpg,0,0,0,0
Bicycle_2015_00017.jpg,2,2,0,0
Bicycle_2015_00020.jpg,0,0,0,0
Bicycle_2015_00021.jpg,3,2,1,0
Bicycle_2015_00022.jpg,3,2,1,0
Bicycle_2015_00023.jpg,2,2,0,0
Bicycle_2015_00027.jpg,0,0,0,0
Bicycle_2015_00029.jpg,2,1,1,0
Bicycle_2015_00034.jpg,1,1,0,0
Bicycle_2015_00036.jpg,14,6,7,1
Bicycle_2015_00042.jpg,0,0,0,0
Bicycle_2015_00044.jpg,5,0,3,2
Bicycle_2015_00045.jpg,0,0,0,0
Bicycle_2015_00046.jpg,5,4,1,0
Bicycle_2015_00048.jpg,3,3,0,0
Bicycle_2015_00049.jpg,3,2,1,0
Bicycle_2015_00051.jpg,2,2,0,0
Bicycle_2015_00057.jpg,11,11,0,0
Bicycle_2015_00059.jpg,5,5,0,0
Bicycle_2015_00063.jpg,0,0,0,0
Bicycle_2015_00066.jpg,0,0,0,0
Bicycle_2015_00068.jpg,3,2,1,0
Bicycle_2015_00071.jpg,9,9,0,0
Bicycle_2015_00073.jpg,3,3,0,0
Bicycle_2015_00074.jpg,0,0,0,0
Bicycle_2015_00076.jpg,6,1,4,1
Bicycle_2015_00077.jpg,9,3,6,0
Bicycle_2015_00078.jpg,9,5,3,1
Bicycle_2015_00080.jpg,1,1,0,0
Bicycle_2015_00082.jpg,4,2,2,0
Bicycle_2015_00085.jpg,0,0,0,0
Bicycle_2015_00090.jpg,0,0,0,0
Bicycle_2015_00091.jpg,1,1,0,0
Bicycle_2015_00093.jpg,0,0,0,0
Bicycle_2015_00096.jpg,2,2,0,0
Bicycle_2015_00099.jpg,9,6,2,1
Bicycle_2015_00100.jpg,1,1,0,0
Bicycle_2015_00101.jpg,12,12,0,0
Bicycle_2015_00104.jpg,6,0,4,2
Bicycle_2015_00105.jpg,11,7,4,0
Bicycle_2015_00111.jpg,0,0,0,0
Bicycle_2015_00112.jpg,4,4,0,0
Bicycle_2015_00113.jpg,1,0,1,0
Bicycle_2015_00114.jpg,9,8,1,0
Bicycle_2015_00116.jpg,0,0,0,0
Bicycle_2015_00118.jpg,3,2,1,0
Bicycle_2015_00119.jpg,11,11,0,0
Bicycle_2015_00120.jpg,8,5,2,1
Bicycle_2015_00122.jpg,0,0,0,0
Bicycle_2015_00123.jpg,0,0,0,0
Bicycle_2015_00124.jpg,0,0,0,0
Bicycle_2015_00133.jpg,3,1,2,0
Bicycle_2015_00134.jpg,0,0,0,0
Bicycle_2015_00136.jpg,0,0,0,0
Bicycle_2015_00138.jpg,7,0,7,0
Bicycle_2015_00140.jpg,10,8,2,0
Bicycle_2015_00143.jpg,0,0,0,0
Bicycle_2015_00147.jpg,8,1,6,1
Bicycle_2015_00150.jpg,0,0,0,0
Bicycle_2015_00155.jpg,1,0,1,0
Bicycle_2015_00157.jpg,0,0,0,0
Bicycle_2015_00158.jpg,0,0,0,0
Bicycle_2015_00159.jpg,0,0,0,0
Bicycle_2015_00161.jpg,0,0,0,0
Bicycle_2015_00165.jpg,0,0,0,0
Bicycle_2015_00167.jpg,1,0,1,0
Bicycle_2015_00168.jpg,3,3,0,0
Bicycle_2015_00169.jpg,1,1,0,0
Bicycle_2015_00170.jpg,0,0,0,0
Bicycle_2015_00171.jpg,0,0,0,0
Bicycle_2015_00177.jpg,1,0,1,0
Bicycle_2015_00179.jpg,0,0,0,0
Bicycle_2015_00188.jpg,0,0,0,0
Bicycle_2015_00190.jpg,2,2,0,0
Bicycle_2015_00192.jpg,0,0,0,0
Bicycle_2015_00198.jpg,0,0,0,0
Bicycle_2015_00199.jpg,0,0,0,0
Bicycle_2015_00200.jpg,6,6,0,0
Bicycle_2015_00201.jpg,2,1,0,1
Bicycle_2015_00202.jpg,6,5,1,0
Bicycle_2015_00205.jpg,0,0,0,0
Bicycle_2015_00206.jpg,0,0,0,0
Bicycle_2015_00207.jpg,6,6,0,0
Bicycle_2015_00208.jpg,7,7,0,0
Bicycle_2015_00210.jpg,2,2,0,0
Bicycle_2015_00211.jpg,10,7,3,0
Bicycle_2015_00213.jpg,2,1,1,0
Bicycle_2015_00214.jpg,0,0,0,0
Bicycle_2015_00216.jpg,0,0,0,0
Bicycle_2015_00217.jpg,1,0,0,1
Bicycle_2015_00220.jpg,0,0,0,0
Bicycle_2015_00221.jpg,2,2,0,0
Bicycle_2015_00223.jpg,2,2,0,0
Bicycle_2015_00224.jpg,0,0,0,0
Bicycle_2015_00227.jpg,1,1,0,0
Bicycle_2015_00229.jpg,0,0,0,0
Bicycle_2015_00230.jpg,15,3,10,2
Bicycle_2015_00231.jpg,0,0,0,0
Bicycle_2015_00232.jpg,2,2,0,0
Bicycle_2015_00237.jpg,0,0,0,0
Bicycle_2015_00238.jpg,13,10,3,0
Bicycle_2015_00244.jpg,2,1,1,0
Bicycle_2015_00247.jpg,6,5,0,1
Bicycle_2015_00249.jpg,0,0,0,0
Bicycle_2015_00252.jpg,2,0,2,0
Bicycle_2015_00255.jpg,0,0,0,0
Bicycle_2015_00256.jpg,0,0,0,0
Bicycle_2015_00257.jpg,4,4,0,0
Bicycle_2015_00258.jpg,3,2,1,0
Bicycle_2015_00264.jpg,3,0,3,0
Bicycle_2015_00266.jpg,3,3,0,0
Bicycle_2015_00267.jpg,0,0,0,0
Bicycle_2015_00268.jpg,3,2,1,0
Bicycle_2015_00269.jpg,1,1,0,0
Bicycle_2015_00271.jpg,2,1,0,1
Bicycle_2015_00273.jpg,3,3,0,0
Bicycle_2015_00277.jpg,1,0,0,1
Bicycle_2015_00279.jpg,4,3,1,0
Bicycle_2015_00281.jpg,1,0,1,0
Bicycle_2015_00287.jpg,2,1,0,1
Bicycle_2015_00290.jpg,0,0,0,0
Bicycle_2015_00297.jpg,1,1,0,0
Bicycle_2015_00299.jpg,2,2,0,0
Bicycle_2015_00300.jpg,3,2,1,0
Bicycle_2015_00308.jpg,0,0,0,0
Bicycle_2015_00309.jpg,12,8,4,0
