Education_Sector,Entity_Type,SCHOOL_NO,School_Name,School_Type,School_Status,Address_Line_1,Address_Line_2,Address_Town,Address_State,Address_Postcode,Postal_Address_Line_1,Postal_Address_Line_2,Postal_Town,Postal_State,Postal_Postcode,Full_Phone_No,LGA_ID,LGA_Name,X,Y
Government,1,5569,Ashley Park Primary School,Primary,O,105 Orchard Road,,Doreen,VIC,3754,105 Orchard Road,,Doreen,VIC,3754,03 8776 0200,707,Whittlesea (C),145.127284,-37.615639
Government,1,5570,Casey Fields Primary School,Primary,O,Chapelton Road,,Cranbourne East,VIC,3977,Chapelton Road,,Cranbourne East,VIC,3977,03 5992 9000,161,Casey (C),145.298408,-38.120139
Government,1,5571,Mirripoa Primary School,Primary,O,80 Unity Drive,,Mount Duneed,VIC,3217,80 Unity Drive,,Mount Duneed,VIC,3217,03 5264 2000,275,Greater Geelong (C),144.328478,-38.224923
Government,1,5572,Keysborough Gardens Primary School,Primary,O,10 Homeleigh Road,,Keysborough,VIC,3173,10 Homeleigh Road,,Keysborough,VIC,3173,03 9792 6800,267,Greater Dandenong (C),145.161324,-38.009508
Government,1,5573,Docklands Primary School,Primary,O,17 Little Docklands Drive,,Docklands,VIC,3008,17 Little Docklands Drive,,Docklands,VIC,3008,03 9067 0100,460,Melbourne (C),144.940553,-37.812714
Government,1,5574,Garrang Wilam Primary School,Primary,O,2 Canvas Street,,Truganina,VIC,3029,2 Canvas Street,,Truganina,VIC,3029,03 7301 7000,726,Wyndham (C),144.72505,-37.828778
Government,1,5575,Aintree Primary School,Primary,O,11 Timbertop Parade,,Aintree,VIC,3336,P.O. Box 213,,Aintree,VIC,3336,03 9218 6200,465,Melton (C),144.666228,-37.723801
Government,1,5579,Gaayip-Yagila Primary School,Primary,O,115 Blackmore Road,,Mickleham,VIC,3064,115 Blackmore Road,,Mickleham,VIC,3064,03 9216 3200,327,Hume (C),144.909089,-37.528608
Government,1,5580,Riverbend Primary School,Primary,O,1 Communal Road,,Wyndham Vale,VIC,3024,1 Communal Road,,Wyndham Vale,VIC,3024,03 9742 8800,726,Wyndham (C),144.625256,-37.876676
Government,1,5581,Ramlegh Park Primary School,Primary,O,34 Thoroughbred Drive,,Clyde North,VIC,3978,34S Thoroughbred Drive,,Clyde North,VIC,3978,03 5991 5900,161,Casey (C),145.338275,-38.114885
Government,1,6201,Alvie Primary School,Primary,O,40 Wool Wool Rd,,Alvie,VIC,3249,Private Bag 2,,COLAC,VIC,3249,03 5234 8256,175,Colac-Otway (S),143.50332,-38.241899
Government,1,6203,Apollo Bay P-12 College,Pri/Sec,O,Pengilley Avenue,,Apollo Bay,VIC,3233,Pengilley Avenue,,APOLLO BAY,VIC,3233,03 5237 6483,175,Colac-Otway (S),143.660507,-38.753524
Government,1,6207,Boisdale Consolidated School,Primary,O,69 Newry Road,,Boisdale,VIC,3860,69 Newry Road,,BOISDALE,VIC,3860,03 5145 4391,681,Wellington (S),146.979469,-37.87959
Government,1,6209,Cobram Primary School,Primary,O,90-100 WILLIAM STREET,,Cobram,VIC,3644,P O Box 261,,COBRAM,VIC,3644,03 5872 1374,490,Moira (S),145.651099,-35.925108
Government,1,6211,Cohuna Consolidated School,Primary,O,Mead St,,Cohuna,VIC,3568,PO BOX 304,,COHUNA,VIC,3568,03 5456 2361,225,Gannawarra (S),144.213425,-35.806317
Government,1,6212,Collingwood College,Pri/Sec,O,Cnr Cromwell St/McCutcheon Way,,Collingwood,VIC,3066,Private Bag 63,,ABBOTSFORD,VIC,3067,03 9417 6681,735,Yarra (C),144.990497,-37.802985
Government,1,6215,Dunkeld Consolidated School,Primary,O,93 Victoria Valley Road,,Dunkeld,VIC,3294,93 Victoria Valley Road,,DUNKELD,VIC,3294,03 5577 2384,626,Southern Grampians (S),142.340366,-37.638984
Government,1,6217,East Loddon P-12 College,Pri/Sec,O,Dingee Road,,Dingee,VIC,3571,Dingee Road,,DINGEE,VIC,3571,03 5436 8300,394,Loddon (S),144.141446,-36.372222
Government,1,6221,Foster Primary School,Primary,O,75 Pioneer Street,,Foster,VIC,3960,75 Pioneer Street,,FOSTER,VIC,3960,03 5682 2370,617,South Gippsland (S),146.201995,-38.657341
Government,1,6223,Goroke P-12 College,Pri/Sec,O,55 Natimuk-Frances Road,,Goroke,VIC,3412,P O Box 132,,GOROKE,VIC,3412,03 5386 1024,689,West Wimmera (S),141.48354,-36.715786
Government,1,6225,Heywood Consolidated School,Primary,O,51 Kentbruck Road,,Heywood,VIC,3304,P O Box 21,,HEYWOOD,VIC,3304,03 5527 1200,241,Glenelg (S),141.612925,-38.127523
Government,1,6229,Kiewa Valley Primary School,Primary,O,81 Kiewa East Road,,Tangambalanga,VIC,3691,81 Kiewa East Road,,TANGAMBALANGA,VIC,3691,02 6027 3275,335,Indigo (S),147.038773,-36.251053
Government,1,6231,Lavers Hill K-12 College,Pri/Sec,O,Great Ocean Road,,Lavers Hill,VIC,3238,Great Ocean Road,,LAVERS HILL,VIC,3238,03 5237 3213,175,Colac-Otway (S),143.383051,-38.681844
Government,1,6233,Lockington Consolidated School,Primary,O,20 Burns Street,,Lockington,VIC,3563,20 Burns Street,,LOCKINGTON,VIC,3563,03 5486 2474,137,Campaspe (S),144.536638,-36.265769
Government,1,6235,Manangatang P-12 College,Pri/Sec,O,4105 Mallee Highway,,Manangatang,VIC,3546,4105 Mallee Highway,,MANANGATANG,VIC,3546,03 5035 1270,661,Swan Hill (RC),142.884879,-35.056234
Government,1,6236,Terang College,Pri/Sec,O,45 Strong Street,,Terang,VIC,3264,PO Box 124,,TERANG,VIC,3264,03 5592 1349,183,Corangamite (S),142.921395,-38.246282
Government,1,6237,Merino Consolidated School,Primary,O,49 Paschendale Road,,Merino,VIC,3310,P O Box 55,,MERINO,VIC,3310,03 5579 1305,241,Glenelg (S),141.5483064,-37.70636625
Government,1,6238,Rushworth P-12 College,Pri/Sec,O,45 Heily Street,,Rushworth,VIC,3612,P O Box 20,,RUSHWORTH,VIC,3612,03 5856 1230,137,Campaspe (S),145.014399,-36.583317
Government,1,6242,Macleod College,Pri/Sec,O,Carwarp Street,,Macleod,VIC,3085,P O Box 805,,MACLEOD,VIC,3085,03 9459 0222,66,Banyule (C),145.072218,-37.724746
Government,1,6243,Pakenham Consolidated School,Primary,O,2 Rundell Way,,Pakenham,VIC,3810,P O Box 120,,PAKENHAM,VIC,3810,03 5941 1511,145,Cardinia (S),145.464663,-38.065371
Government,1,6245,Poowong Consolidated School,Primary,O,5 Gardner Lane,,Poowong,VIC,3988,5 Gardner Lane,,POOWONG,VIC,3988,03 5659 2356,617,South Gippsland (S),145.769703,-38.342481
Government,1,6247,Port Fairy Consolidated School,Primary,O,Albert Street,,Port Fairy,VIC,3284,P.O.Box 190,,PORT FAIRY,VIC,3284,03 5568 1051,549,Moyne (S),142.228225,-38.386616
Government,1,6249,Red Hill Consolidated School,Primary,O,341 Arthurs Seat Road,,Red Hill,VIC,3937,341 Arthurs Seat Road,,RED HILL,VIC,3937,03 5989 2321,534,Mornington Peninsula (S),144.995269,-38.366681
Government,1,6252,Sherbrooke Community School,Pri/Sec,O,311 Mt Dandenong Tourist Road,,Sassafras,VIC,3787,311 Mt Dandenong Tourist Road,,SASSAFRAS,VIC,3787,03 9755 2007,745,Yarra Ranges (S),145.349444,-37.868244
Government,1,6255,Tongala Primary School,Primary,O,28 Miller Street,,Tongala,VIC,3621,28 Miller Street,,TONGALA,VIC,3621,03 5859 0551,137,Campaspe (S),144.956517,-36.252149
Government,1,6257,Werrimull P-12 School,Pri/Sec,O,5 McDonald Street,,Werrimull,VIC,3496,Post Office,,WERRIMULL,VIC,3496,03 5028 1251,478,Mildura (RC),141.593839,-34.390411
Government,1,6259,Camperdown College,Pri/Sec,O,1 Wilson Street,,Camperdown,VIC,3260,P O Box 83,,CAMPERDOWN,VIC,3260,03 5593 1617,183,Corangamite (S),143.145435,-38.239731
Government,1,6260,Timboon P-12 School,Pri/Sec,O,Bailey Street,,Timboon,VIC,3268,P O Box 82,,TIMBOON,VIC,3268,03 5598 3381,183,Corangamite (S),142.975889,-38.484056
Government,1,6261,Virtual School Victoria,Pri/Sec,O,315 Clarendon Street,,Thornbury,VIC,3071,315 Clarendon Street,,THORNBURY,VIC,3071,03 8480 0000,189,Darebin (C),145.025701,-37.76204
Government,1,6262,Wedderburn College,Pri/Sec,O,15-29 Hospital Street,,Wedderburn,VIC,3518,P O Box 20,,WEDDERBURN,VIC,3518,03 5494 3011,394,Loddon (S),143.61877,-36.417022
Government,1,6359,Victorian School Of Languages,Pri/Sec,O,315 Clarendon Street,,Thornbury,VIC,3071,P O Box 1172,,THORNBURY,VIC,3071,03 9474 0500,189,Darebin (C),145.0258329,-37.7619483
Government,1,6363,Avenues Education,Special,O,Level 2 999 Nepean Highway,,Moorabbin,VIC,3189,Level 2  999 Nepean Highway,,MOORABBIN,VIC,3189,03 8552 0588,343,Kingston (C),145.036279,-37.934579
Government,1,6364,Monash Children's Hospital School,Special,O,246 Clayton Road,,Clayton,VIC,3168,246 Clayton Road,,Clayton,VIC,3168,03 8572 3100,497,Monash (C),145.124252,-37.91938
Government,1,7028,Mount Erin Secondary College,Secondary,O,43 Robinsons Road,,Frankston South,VIC,3199,43 Robinsons Road,,FRANKSTON SOUTH,VIC,3199,03 5971 6000,217,Frankston (C),145.14663,-38.174118
Government,1,7050,Box Hill Senior Secondary College,Secondary,O,Dunloe Avenue,,Mont Albert North,VIC,3129,DUNLOE AVENUE,,MONT ALBERT NORTH,VIC,3129,03 9890 0571,698,Whitehorse (C),145.111907,-37.809243
Government,1,7081,Edgars Creek Secondary College,Secondary,O,2 Steen Avenue,,Wollert,VIC,3750,Macedon Pde and Edgars Rd,,Wollert,VIC,3750,03 9134 8200,707,Whittlesea (C),145.005071,-37.609492
Government,1,7082,Elevation Secondary College,Secondary,O,199 Elevation Boulevard,,Craigieburn,VIC,3064,PO Box 690,,Craigieburn,VIC,3064,03 8339 8000,327,Hume (C),144.890252,-37.598288
Government,1,7088,Cobden Technical School,Secondary,O,Mckenzie Street,,Cobden,VIC,3266,P O Box 106,,COBDEN,VIC,3266,03 5595 1202,183,Corangamite (S),143.0636059,-38.32403633
Government,1,7108,Lyndhurst Secondary College,Secondary,O,950 South Gippsland Highway,,Cranbourne,VIC,3977,P O Box 711,,CRANBOURNE,VIC,3977,03 5996 0144,161,Casey (C),145.271028,-38.075386
Government,1,7115,Daylesford Secondary College,Secondary,O,39 Smith Street,,Daylesford,VIC,3460,P O Box 349,,DAYLESFORD,VIC,3460,03 5348 2367,291,Hepburn (S),144.151851,-37.33466597
Government,1,7122,Dromana Secondary College,Secondary,O,110 Harrisons Road,,Dromana,VIC,3936,110 Harrisons Road,,DROMANA,VIC,3936,03 5987 2805,534,Mornington Peninsula (S),145.013582,-38.342636
Government,1,7183,Grovedale College,Secondary,O,19 Wingarra Drive,,Grovedale,VIC,3216,19 Wingarra Drive,,GROVEDALE,VIC,3216,03 5245 4545,275,Greater Geelong (C),144.327441,-38.210399
Government,1,7198,Irymple Secondary College,Secondary,O,975 - 1011  Karadoc Ave,,Irymple,VIC,3498,975 - 1011  Karadoc Ave,,IRYMPLE,VIC,3498,03 5024 5407,478,Mildura (RC),142.1647031,-34.23232674
Government,1,7205,Crusoe 7-10 Secondary College,Secondary,O,57 - 75 Olympic Parade,,Kangaroo Flat,VIC,3555,"P O Box 1167,",,KANGAROO FLAT,VIC,3555,03 5447 7722,262,Greater Bendigo (C),144.23367,-36.788647
Government,1,7217,Peter Lalor Secondary College,Secondary,O,35 Duncan Road,,Lalor,VIC,3075,P O Box 1250,,EPPING,VIC,3076,03 9464 0122,707,Whittlesea (C),145.0131559,-37.66690584
Government,1,7219,Lilydale Heights College,Secondary,O,17-19 Nelson Road,,Lilydale,VIC,3140,17-19 Nelson Road,,Lilydale,VIC,3140,03 9735 1133,745,Yarra Ranges (S),145.3414068,-37.7458221
Government,1,7247,Staughton College,Secondary,O,Wilson Road,,Melton South,VIC,3338,P O Box 2344,,MELTON SOUTH,VIC,3338,03 9743 4622,465,Melton (C),144.568689,-37.708365
Government,1,7250,Chaffey Secondary College,Secondary,O,261-289 Deakin Avenue,,Mildura,VIC,3500,P O Box 1610,,MILDURA,VIC,3502,03 5023 0538,478,Mildura (RC),142.147985,-34.19573
Government,1,7255,Bentleigh Secondary College,Secondary,O,Vivien St,,Bentleigh East,VIC,3165,P O Box 186,,BENTLEIGH EAST,VIC,3165,03 9579 1044,231,Glen Eira (C),145.059798,-37.927357
Government,1,7267,Mount Clear College,Secondary,O,59 Olympic Avenue,,Mount Clear,VIC,3353,59 Olympic Avenue,,BALLARAT,VIC,3350,03 5330 1500,57,Ballarat (C),143.876673,-37.607965
Government,1,7275,Rosehill Secondary College,Secondary,O,Sapphire Street,,Niddrie,VIC,3042,Sapphire Street,,NIDDRIE,VIC,3042,03 9337 2488,506,Moonee Valley (C),144.886183,-37.746679
Government,1,7300,Northern College of the Arts and Technology,Secondary,O,62 Murray Road,,Preston,VIC,3072,P O Box 8041,,NORTHLAND,VIC,3072,03 9478 1333,189,Darebin (C),145.025372,-37.740069
Government,1,7366,Swinburne Senior Secondary College,Secondary,O,505 Burwood Road,,Hawthorn,VIC,3122,505 Burwood Rd,,HAWTHORN,VIC,3122,03 8862 4400,111,Boroondara (C),145.040821,-37.823135
Government,1,7384,Victorian College Of The Arts Secondary School,Secondary,O,57 Miles Street,,Southbank,VIC,3006,57 Miles Street,,SOUTHBANK,VIC,3006,03 8644 8644,460,Melbourne (C),144.964767,-37.828229
Government,1,7395,Brauer Secondary College,Secondary,O,Caramut Road,,Warrnambool,VIC,3280,P O Box 676,,Warrnambool,VIC,3280,03 5560 3888,673,Warrnambool (C),142.458924,-38.358714
Government,1,7402,Wyndham Central Secondary College,Secondary,O,101 Shaws Road,,Werribee,VIC,3030,P O Box 304,,WERRIBEE,VIC,3030,03 9741 4911,726,Wyndham (C),144.65385,-37.888932
Government,1,7405,Weeroona College Bendigo,Secondary,O,383 Napier Street,,Bendigo,VIC,3550,P O Box 566,,BENDIGO,VIC,3552,03 5443 2133,262,Greater Bendigo (C),144.29798,-36.73893
Government,1,7408,Whittlesea Secondary College,Secondary,O,55 Laurel Street,,Whittlesea,VIC,3757,PO Box 54,,WHITTLESEA,VIC,3757,03 9719 1200,707,Whittlesea (C),145.1201751,-37.5150463
Government,1,7505,Alexandra Secondary College,Secondary,O,Downey Street,,Alexandra,VIC,3714,Private Bag 1,,ALEXANDRA,VIC,3714,03 5770 2000,562,Murrindindi (S),145.701477,-37.19449
Government,1,7526,Auburn High School,Secondary,O,26 Burgess Street,,Hawthorn East,VIC,3123,26 Burgess Street,,Hawthorn East,VIC,3123,03 9822 3247,111,Boroondara (C),145.045067,-37.83988
Government,1,7540,Ballarat High School,Secondary,O,Sturt Street West,,Ballarat,VIC,3350,1726 Sturt Street,,LAKE GARDENS,VIC,3355,03 5338 9000,57,Ballarat (C),143.818213,-37.554522
Government,1,7550,Balwyn High School,Secondary,O,Buchanan Avenue,,Balwyn North,VIC,3104,Buchanan Avenue,,BALWYN NORTH,VIC,3104,03 9819 7911,111,Boroondara (C),145.0767724,-37.79785922
Government,1,7560,Bayswater Secondary College,Secondary,O,14 Orchard Road,,Bayswater,VIC,3153,P O Box 535,,BAYSWATER,VIC,3153,03 8720 7555,367,Knox (C),145.261998,-37.83903
Government,1,7565,Beaufort Secondary College,Secondary,O,1/37 Park Road,,Beaufort,VIC,3373,P O Box 38,,Beaufort,VIC,3373,03 5349 2305,599,Pyrenees (S),143.382486,-37.438844
Government,1,7566,Beaumaris Secondary College,Secondary,O,117 - 136 Reserve Road,,Beaumaris,VIC,3193,P O BOX 7079,,Beaumaris,VIC,3193,03 8569 9200,91,Bayside (C),145.034078,-37.978396
Government,1,7575,Beechworth Secondary College,Secondary,O,85 Balaclava Road,,Beechworth,VIC,3747,P O Box 21,,Beechworth,VIC,3747,03 5728 1264,335,Indigo (S),146.690764,-36.34722
Government,1,7585,Belmont High School,Secondary,O,Rotherham Street,,Belmont,VIC,3216,Rotherham Street,,BELMONT,VIC,3216,03 5243 5355,275,Greater Geelong (C),144.330562,-38.175654
Government,1,7595,Bendigo Senior Secondary College,Secondary,O,40 Gaol Road,,Bendigo,VIC,3550,P O Box 545,,BENDIGO,VIC,3552,03 5443 1222,262,Greater Bendigo (C),144.279278,-36.755301
Government,1,7603,Berwick Secondary College,Secondary,O,Manuka Road,,Berwick,VIC,3806,MANUKA ROAD,,BERWICK,VIC,3806,03 8768 1000,161,Casey (C),145.365438,-38.031398
Government,1,7610,Blackburn High School,Secondary,O,60 Springfield Road,,Blackburn,VIC,3130,P O Box 114,,BLACKBURN,VIC,3130,03 8804 6464,698,Whitehorse (C),145.149893,-37.81037
Government,1,7618,Outdoor School,Pri/Sec,O,1 Black Possum Road,,Bogong,VIC,3699,1 Black Possum Road,,BOGONG,VIC,3699,03 5754 1732,11,Alpine (S),147.225366,-36.804077
Government,1,7635,Box Hill High School,Secondary,O,1180 Whitehorse Road,,Box Hill,VIC,3128,1180 Whitehorse Road,,BOX HILL,VIC,3128,03 9877 1177,698,Whitehorse (C),145.137208,-37.820003
Government,1,7645,Braybrook College,Secondary,O,352 Ballarat Road,,Braybrook,VIC,3019,352 Ballarat Road,,BRAYBROOK,VIC,3019,03 9312 2900,433,Maribyrnong (C),144.847537,-37.778257
Government,1,7647,Brentwood Secondary College,Secondary,O,65-71 Watsons Road,,Glen Waverley,VIC,3150,65-71 Watsons Road,,GLEN WAVERLEY,VIC,3150,03 8545 0300,497,Monash (C),145.1663432,-37.89950842
Government,1,7650,Brighton Secondary College,Secondary,O,120 Marriage Road,,Brighton East,VIC,3187,120 Marriage Road,,BRIGHTON EAST,VIC,3187,03 9592 7488,91,Bayside (C),145.019119,-37.920156
Government,1,7655,Broadford Secondary College,Secondary,O,2-12 Pinniger Street,,Broadford,VIC,3658,P O Box 108,,BROADFORD,VIC,3658,03 5784 1200,485,Mitchell (S),145.040033,-37.204375
Government,1,7670,Buckley Park College,Secondary,O,59-99 Cooper Street,,Essendon,VIC,3040,59-99 Cooper Street,,ESSENDON,VIC,3040,03 9331 9999,506,Moonee Valley (C),144.897755,-37.747117
Government,1,7680,Camberwell High School,Secondary,O,Prospect Hill Road,,Canterbury,VIC,3126,Prospect Hill Road,,CANTERBURY,VIC,3126,03 9836 0555,111,Boroondara (C),145.072821,-37.830151
Government,1,7690,Canterbury Girls Secondary College,Secondary,O,16 Mangarra Road,,Canterbury,VIC,3126,16 Mangarra Road,,CANTERBURY,VIC,3126,03 9830 5099,111,Boroondara (C),145.069102,-37.820289
Government,1,7695,Casterton Secondary College,Secondary,O,27 Mt Gambier Road,,Casterton,VIC,3311,27 Mt.Gambier Road,,CASTERTON,VIC,3311,03 5581 1588,241,Glenelg (S),141.387493,-37.588796
Government,1,7720,Cheltenham Secondary College,Secondary,O,73-75 Bernard Street,,Cheltenham,VIC,3192,P O Box 109,,MOORABBIN,VIC,3189,03 9555 5955,343,Kingston (C),145.068676,-37.953762
Government,1,7725,Cobram Secondary College,Secondary,O,25-47 Warkil Street,,Cobram,VIC,3644,P O Box 387,,COBRAM,VIC,3644,03 5871 1700,490,Moira (S),145.654121,-35.913605
Government,1,7735,Cohuna Secondary College,Secondary,O,6415 Murray Valley Highway,,Cohuna,VIC,3568,P O Box 273,,COHUNA,VIC,3568,03 5456 2555,225,Gannawarra (S),144.226425,-35.813503
Government,1,7747,Cranbourne Secondary College,Secondary,O,Stawell Street,,Cranbourne,VIC,3977,Stawell Street,,CRANBOURNE,VIC,3977,03 5996 3544,161,Casey (C),145.286136,-38.107591
Government,1,7748,Cranbourne West Secondary College,Secondary,O,80 Strathlea Drive,,Cranbourne West,VIC,3977,80 Strathlea Drive,,Cranbourne West,VIC,3977,03 9770 7200,161,Casey (C),145.246512,-38.10672
Government,1,7757,Croydon Community School,Secondary,O,177-181 Mt Dandenong Road,,Croydon,VIC,3136,P O Box 239,,Croydon,VIC,3136,03 9724 2900,441,Maroondah (C),145.278928,-37.798422
Government,1,7763,Mount Alexander 7-12 College,Secondary,O,167-175 Mt Alexander Road,,Flemington,VIC,3031,167-175 Mt Alexander Road,,FLEMINGTON,VIC,3031,03 9376 1622,506,Moonee Valley (C),144.933235,-37.782154
Government,1,7770,Dimboola Memorial Secondary College,Secondary,O,66 Ellerman Street,,Dimboola,VIC,3414,P O Box 40,,DIMBOOLA,VIC,3414,03 5389 1460,298,Hindmarsh (S),142.034409,-36.449839
Government,1,7773,East Doncaster Secondary College,Secondary,O,20 George Street,,Doncaster East,VIC,3109,20 George Street,,DONCASTER EAST,VIC,3109,03 9842 2244,421,Manningham (C),145.158557,-37.782127
Government,1,7775,Donald High School,Secondary,O,2-16 Camp Street,,Donald,VIC,3480,P O Box 138,,DONALD,VIC,3480,03 5497 1205,127,Buloke (S),142.973962,-36.370779
Government,1,7776,Doncaster Secondary College,Secondary,O,123 Church Road,,Doncaster,VIC,3108,123 CHURCH ROAD,,DONCASTER,VIC,3108,03 9848 4677,421,Manningham (C),145.138053,-37.784581
Government,1,7785,Drouin Secondary College,Secondary,O,South Road,,Drouin,VIC,3818,P O BOX 338,,DROUIN,VIC,3818,03 5625 1002,83,Baw Baw (S),145.850978,-38.144659
Government,1,7790,Eaglehawk Secondary College,Secondary,O,1-3 Reserve Street,,Eaglehawk,VIC,3556,P O Box 146,,EAGLEHAWK,VIC,3556,03 5446 8099,262,Greater Bendigo (C),144.261627,-36.720062
Government,1,7805,Eltham High School,Secondary,O,30-60 Withers Way,,Eltham,VIC,3095,30-60 Withers Way,,ELTHAM,VIC,3095,03 9430 5111,571,Nillumbik (S),145.141725,-37.724436
Government,1,7810,Elwood College,Secondary,O,101 Glenhuntly Road,,Elwood,VIC,3184,101 Glenhuntly Road,,ELWOOD,VIC,3184,03 9531 9566,590,Port Phillip (C),144.985203,-37.88232
Government,1,7813,Epping Secondary College,Secondary,O,Mcdonalds Road,,Epping,VIC,3076,McDonalds Road,,EPPING,VIC,3076,03 9401 2599,707,Whittlesea (C),145.033426,-37.644001
Government,1,7820,Euroa Secondary College,Secondary,O,26 Campbell St,,Euroa,VIC,3666,PO Box 63,,EUROA,VIC,3666,03 5795 2512,643,Strathbogie (S),145.5648,-36.758203
Government,1,7823,Fairhills High School,Secondary,O,330 Scoresby Road,,Knoxfield,VIC,3180,P O Box 226,,FERNTREE GULLY,VIC,3156,03 9758 5022,367,Knox (C),145.259037,-37.87321
Government,1,7837,Bendigo South East 7-10 Secondary College,Secondary,O,Ellis Street,,Bendigo,VIC,3550,P O Box 15,,Strathdale,VIC,3550,03 5443 4522,262,Greater Bendigo (C),144.297592,-36.775789
Government,1,7842,Footscray High School,Secondary,O,1 Kinnear Street,,Footscray,VIC,3011,1 Kinnear Street,,Footscray,VIC,3011,03 9112 9500,433,Maribyrnong (C),144.8937633,-37.79104291
Government,1,7845,Foster Secondary College,Secondary,O,2 - 10 Pioneer Street,,Foster,VIC,3960,P O Box 23,,FOSTER,VIC,3960,03 5682 2066,617,South Gippsland (S),146.197413,-38.651737
Government,1,7850,Frankston High School,Secondary,O,97 Foot Street,,Frankston,VIC,3199,97 Foot Street,,FRANKSTON,VIC,3199,03 9783 7955,217,Frankston (C),145.129706,-38.162156
Government,1,7855,Geelong High School,Secondary,O,385 Ryrie Street,,East Geelong,VIC,3219,385 Ryrie Street,,EAST GEELONG,VIC,3219,03 5225 4100,275,Greater Geelong (C),144.373726,-38.153026
Government,1,7856,North Geelong Secondary College,Secondary,O,86-132 Separation Street,,North Geelong,VIC,3215,86 - 132  Separation St,,NORTH GEELONG,VIC,3215,03 5240 5800,275,Greater Geelong (C),144.340792,-38.109956
Government,1,7857,Gisborne Secondary College,Secondary,O,95 Melton Road,,Gisborne,VIC,3437,PO Box 57,,GISBORNE,VIC,3437,03 5428 3691,413,Macedon Ranges (S),144.5847741,-37.49811364
Government,1,7858,Gladstone Park Secondary College,Secondary,O,14 - 36 Taylor Drive,,Gladstone Park,VIC,3043,14 - 36 Taylor Drive,,GLADSTONE PARK,VIC,3043,03 9933 0500,327,Hume (C),144.890003,-37.689766
Government,1,7874,Bundoora Secondary College,Secondary,O,53 Balmoral Avenue,,Bundoora,VIC,3083,P O Box 68,,BUNDOORA,VIC,3083,03 9467 1511,66,Banyule (C),145.061977,-37.707501
Government,1,7876,Greater Shepparton Secondary College,Secondary,O,1 - 19 Parkside Drive,,Shepparton,VIC,3630,1 - 19 Parkside Drive,,Shepparton,VIC,3630,03 5820 9900,283,Greater Shepparton (C),145.391896,-36.35704
Government,1,7893,Western Port Secondary College,Secondary,O,215 High Street,,Hastings,VIC,3915,"P O Box 101, 215 HIGH STREET",,HASTINGS,VIC,3915,03 5979 1577,534,Mornington Peninsula (S),145.176383,-38.308172
Government,1,7900,Healesville High School,Secondary,O,10 Camerons Road,,Healesville,VIC,3777,10 Camerons Road,,HEALESVILLE,VIC,3777,03 5962 4088,745,Yarra Ranges (S),145.530807,-37.643586
Government,1,7910,Heywood District Secondary College,Secondary,O,Gorrie Street,,Heywood,VIC,3304,P O Box 180,,HEYWOOD,VIC,3304,03 5527 1303,241,Glenelg (S),141.6204999,-38.12926753
Government,1,7918,Highvale Secondary College,Secondary,O,Capital Avenue,,Glen Waverley,VIC,3150,Capital Avenue,,GLEN WAVERLEY,VIC,3150,03 9803 5144,497,Monash (C),145.17682,-37.865409
Government,1,7945,Kerang Technical High School,Secondary,O,Murray St,,Kerang,VIC,3579,P O Box 201,,KERANG,VIC,3579,03 5452 1062,225,Gannawarra (S),143.913802,-35.725651
Government,1,7947,Kensington Community High School,Secondary,O,405 Racecourse Rd,,Kensington,VIC,3031,P O Box 321,,FLEMINGTON,VIC,3031,03 9376 1953,460,Melbourne (C),144.925577,-37.787909
Government,1,7950,Kew High School,Secondary,O,1393 Burke Road,,Kew East,VIC,3102,1393 Burke Road,,KEW EAST,VIC,3102,03 9092 7500,111,Boroondara (C),145.063358,-37.795546
Government,1,7954,Koonung Secondary College,Secondary,O,615 Elgar Road,,Mont Albert North,VIC,3129,615 ELGAR ROAD,,MONT ALBERT NORTH,VIC,3129,03 9890 9662,698,Whitehorse (C),145.117561,-37.80219
Government,1,7955,Koo Wee Rup Secondary College,Secondary,O,Rossiter Road,,Koo Wee Rup,VIC,3981,P O Box 30,,KOO WEE RUP,VIC,3981,03 5997 1444,145,Cardinia (S),145.495779,-38.197091
Government,1,7960,Korumburra Secondary College,Secondary,O,125 Jumbunna Road,,Korumburra,VIC,3950,Private Bag 2,,KORUMBURRA,VIC,3950,03 5655 1566,617,South Gippsland (S),145.8039,-38.44387
Government,1,7965,Kyabram P-12 College,Pri/Sec,O,57 Fischer Street,,Kyabram,VIC,3620,P O Box 384,,KYABRAM,VIC,3619,03 5851 2100,137,Campaspe (S),145.056207,-36.317476
Government,1,7970,Kyneton High School,Secondary,O,1-9 Epping Street,,Kyneton,VIC,3444,1-9 Epping St,,KYNETON,VIC,3444,03 5421 1100,413,Macedon Ranges (S),144.4581707,-37.25132966
Government,1,7985,Lalor Secondary College,Secondary,O,118 David Street,,Lalor,VIC,3075,P O Box 1015,,LALOR,VIC,3075,03 9463 7300,707,Whittlesea (C),145.0306228,-37.67265939
Government,1,7986,Lalor North Secondary College,Secondary,O,114 Childs Road,,Epping,VIC,3076,114 Childs Road,,EPPING,VIC,3076,03 9401 3888,707,Whittlesea (C),145.034124,-37.660767
Government,1,7995,Lilydale High School,Secondary,O,25 Melba Avenue,,Lilydale,VIC,3140,25 Melba Ave,,LILYDALE,VIC,3140,03 9735 5644,745,Yarra Ranges (S),145.343917,-37.760697
