Year,Month,Month_name,Day_of_week,Day_type,Mode,Pax_daily
2024,2,Feb,Friday,Normal Weekday,Tram,498700
2024,2,Feb,Monday,Normal Weekday,MetroBus,413700
2024,2,Feb,Monday,Normal Weekday,MetroTrain,538500
2024,2,Feb,Monday,Normal Weekday,RegionalBus,37400
2024,2,Feb,Monday,Normal Weekday,RegionalTrain,42700
2024,2,Feb,Monday,Normal Weekday,Tram,461350
2024,2,Feb,Saturday,Weekend,MetroBus,228700
2024,2,Feb,Saturday,Weekend,MetroTrain,385450
2024,2,Feb,Saturday,Weekend,RegionalBus,19400
2024,2,Feb,Saturday,Weekend,RegionalTrain,37600
2024,2,Feb,Saturday,Weekend,Tram,428350
2024,2,Feb,Sunday,Weekend,MetroBus,157050
2024,2,Feb,Sunday,Weekend,MetroTrain,275700
2024,2,Feb,Sunday,Weekend,RegionalBus,11550
2024,2,Feb,Sunday,Weekend,RegionalTrain,26700
2024,2,Feb,Sunday,Weekend,Tram,304600
2024,2,Feb,Thursday,Normal Weekday,MetroBus,432150
2024,2,Feb,Thursday,Normal Weekday,MetroTrain,610500
2024,2,Feb,Thursday,Normal Weekday,RegionalBus,38800
2024,2,Feb,Thursday,Normal Weekday,RegionalTrain,57700
2024,2,Feb,Thursday,Normal Weekday,Tram,515150
2024,2,Feb,Tuesday,Normal Weekday,MetroBus,435650
2024,2,Feb,Tuesday,Normal Weekday,MetroTrain,621100
2024,2,Feb,Tuesday,Normal Weekday,RegionalBus,38250
2024,2,Feb,Tuesday,Normal Weekday,RegionalTrain,58650
2024,2,Feb,Tuesday,Normal Weekday,Tram,505750
2024,2,Feb,Wednesday,Normal Weekday,MetroBus,430800
2024,2,Feb,Wednesday,Normal Weekday,MetroTrain,625450
2024,2,Feb,Wednesday,Normal Weekday,RegionalBus,38400
2024,2,Feb,Wednesday,Normal Weekday,RegionalTrain,59050
2024,2,Feb,Wednesday,Normal Weekday,Tram,514100
2024,3,Mar,Friday,Normal Weekday,MetroBus,429300
2024,3,Mar,Friday,Normal Weekday,MetroTrain,619650
2024,3,Mar,Friday,Normal Weekday,RegionalBus,41350
2024,3,Mar,Friday,Normal Weekday,RegionalTrain,47700
2024,3,Mar,Friday,Normal Weekday,Tram,545000
2024,3,Mar,Monday,Normal Weekday,MetroBus,430500
2024,3,Mar,Monday,Normal Weekday,MetroTrain,595550
2024,3,Mar,Monday,Normal Weekday,RegionalBus,41400
2024,3,Mar,Monday,Normal Weekday,RegionalTrain,57300
2024,3,Mar,Monday,Normal Weekday,Tram,516850
2024,3,Mar,Saturday,Weekend,MetroBus,234350
2024,3,Mar,Saturday,Weekend,MetroTrain,373450
2024,3,Mar,Saturday,Weekend,RegionalBus,17850
2024,3,Mar,Saturday,Weekend,RegionalTrain,40350
2024,3,Mar,Saturday,Weekend,Tram,421900
2024,3,Mar,Sunday,Weekend,MetroBus,160850
2024,3,Mar,Sunday,Weekend,MetroTrain,278600
2024,3,Mar,Sunday,Weekend,RegionalBus,11200
2024,3,Mar,Sunday,Weekend,RegionalTrain,29500
2024,3,Mar,Sunday,Weekend,Tram,304000
2024,3,Mar,Thursday,Normal Weekday,MetroBus,455750
2024,3,Mar,Thursday,Normal Weekday,MetroTrain,719500
2024,3,Mar,Thursday,Normal Weekday,RegionalBus,43850
2024,3,Mar,Thursday,Normal Weekday,RegionalTrain,66850
2024,3,Mar,Thursday,Normal Weekday,Tram,572350
2024,3,Mar,Tuesday,Normal Weekday,MetroBus,446350
2024,3,Mar,Tuesday,Normal Weekday,MetroTrain,685350
2024,3,Mar,Tuesday,Normal Weekday,RegionalBus,43050
2024,3,Mar,Tuesday,Normal Weekday,RegionalTrain,68300
2024,3,Mar,Tuesday,Normal Weekday,Tram,564500
2024,3,Mar,Wednesday,Normal Weekday,MetroBus,448250
2024,3,Mar,Wednesday,Normal Weekday,MetroTrain,683550
2024,3,Mar,Wednesday,Normal Weekday,RegionalBus,43400
2024,3,Mar,Wednesday,Normal Weekday,RegionalTrain,68300
2024,3,Mar,Wednesday,Normal Weekday,Tram,582900
2024,4,Apr,Friday,Normal Weekday,MetroBus,364550
2024,4,Apr,Friday,Normal Weekday,MetroTrain,535250
2024,4,Apr,Friday,Normal Weekday,RegionalBus,39950
2024,4,Apr,Friday,Normal Weekday,RegionalTrain,53150
2024,4,Apr,Friday,Normal Weekday,Tram,512800
2024,4,Apr,Friday,School Holiday Weekday,MetroBus,347100
2024,4,Apr,Friday,School Holiday Weekday,MetroTrain,567450
2024,4,Apr,Friday,School Holiday Weekday,RegionalBus,36300
2024,4,Apr,Friday,School Holiday Weekday,RegionalTrain,63600
2024,4,Apr,Friday,School Holiday Weekday,Tram,533100
2024,4,Apr,Monday,Normal Weekday,MetroBus,382800
2024,4,Apr,Monday,Normal Weekday,MetroTrain,566800
2024,4,Apr,Monday,Normal Weekday,RegionalBus,40950
2024,4,Apr,Monday,Normal Weekday,RegionalTrain,56450
2024,4,Apr,Monday,Normal Weekday,Tram,475750
2024,4,Apr,Monday,School Holiday Weekday,MetroBus,354900
2024,4,Apr,Monday,School Holiday Weekday,MetroTrain,547950
2024,4,Apr,Monday,School Holiday Weekday,RegionalBus,35200
2024,4,Apr,Monday,School Holiday Weekday,RegionalTrain,60550
2024,4,Apr,Monday,School Holiday Weekday,Tram,497250
2024,4,Apr,Saturday,Weekend,MetroBus,225550
2024,4,Apr,Saturday,Weekend,MetroTrain,382700
2024,4,Apr,Saturday,Weekend,RegionalBus,18000
2024,4,Apr,Saturday,Weekend,RegionalTrain,41000
2024,4,Apr,Saturday,Weekend,Tram,479500
2024,4,Apr,Sunday,Weekend,MetroBus,152650
2024,4,Apr,Sunday,Weekend,MetroTrain,245700
2024,4,Apr,Sunday,Weekend,RegionalBus,10800
2024,4,Apr,Sunday,Weekend,RegionalTrain,28350
2024,4,Apr,Sunday,Weekend,Tram,333700
2024,4,Apr,Thursday,Normal Weekday,MetroBus,407950
2024,4,Apr,Thursday,Normal Weekday,MetroTrain,693100
2024,4,Apr,Thursday,Normal Weekday,RegionalBus,43000
2024,4,Apr,Thursday,Normal Weekday,RegionalTrain,62300
2024,4,Apr,Thursday,Normal Weekday,Tram,552900
2024,4,Apr,Thursday,School Holiday Weekday,MetroBus,375550
2024,4,Apr,Thursday,School Holiday Weekday,MetroTrain,640300
2024,4,Apr,Thursday,School Holiday Weekday,RegionalBus,37650
2024,4,Apr,Thursday,School Holiday Weekday,RegionalTrain,66300
2024,4,Apr,Thursday,School Holiday Weekday,Tram,558550
2024,4,Apr,Tuesday,Normal Weekday,MetroBus,410150
2024,4,Apr,Tuesday,Normal Weekday,MetroTrain,662850
2024,4,Apr,Tuesday,Normal Weekday,RegionalBus,42200
2024,4,Apr,Tuesday,Normal Weekday,RegionalTrain,63000
2024,4,Apr,Tuesday,Normal Weekday,Tram,532300
2024,4,Apr,Tuesday,School Holiday Weekday,MetroBus,333500
2024,4,Apr,Tuesday,School Holiday Weekday,MetroTrain,551450
2024,4,Apr,Tuesday,School Holiday Weekday,RegionalBus,33350
2024,4,Apr,Tuesday,School Holiday Weekday,RegionalTrain,60150
2024,4,Apr,Tuesday,School Holiday Weekday,Tram,498300
2024,4,Apr,Wednesday,Normal Weekday,MetroBus,406900
2024,4,Apr,Wednesday,Normal Weekday,MetroTrain,691700
2024,4,Apr,Wednesday,Normal Weekday,RegionalBus,44300
2024,4,Apr,Wednesday,Normal Weekday,RegionalTrain,65600
2024,4,Apr,Wednesday,Normal Weekday,Tram,554300
2024,4,Apr,Wednesday,School Holiday Weekday,MetroBus,356300
2024,4,Apr,Wednesday,School Holiday Weekday,MetroTrain,585350
2024,4,Apr,Wednesday,School Holiday Weekday,RegionalBus,35700
2024,4,Apr,Wednesday,School Holiday Weekday,RegionalTrain,63500
2024,4,Apr,Wednesday,School Holiday Weekday,Tram,542050
2024,5,May,Friday,Normal Weekday,MetroBus,360800
2024,5,May,Friday,Normal Weekday,MetroTrain,572100
2024,5,May,Friday,Normal Weekday,RegionalBus,40400
2024,5,May,Friday,Normal Weekday,RegionalTrain,57300
2024,5,May,Friday,Normal Weekday,Tram,481350
2024,5,May,Monday,Normal Weekday,MetroBus,365150
2024,5,May,Monday,Normal Weekday,MetroTrain,533700
2024,5,May,Monday,Normal Weekday,RegionalBus,39150
2024,5,May,Monday,Normal Weekday,RegionalTrain,52650
2024,5,May,Monday,Normal Weekday,Tram,439300
2024,5,May,Saturday,Weekend,MetroBus,222700
2024,5,May,Saturday,Weekend,MetroTrain,365900
2024,5,May,Saturday,Weekend,RegionalBus,17350
2024,5,May,Saturday,Weekend,RegionalTrain,42050
2024,5,May,Saturday,Weekend,Tram,400800
2024,5,May,Sunday,Weekend,MetroBus,148000
2024,5,May,Sunday,Weekend,MetroTrain,253350
2024,5,May,Sunday,Weekend,RegionalBus,10200
2024,5,May,Sunday,Weekend,RegionalTrain,32350
2024,5,May,Sunday,Weekend,Tram,278300
2024,5,May,Thursday,Normal Weekday,MetroBus,390200
2024,5,May,Thursday,Normal Weekday,MetroTrain,642700
2024,5,May,Thursday,Normal Weekday,RegionalBus,42450
2024,5,May,Thursday,Normal Weekday,RegionalTrain,62100
2024,5,May,Thursday,Normal Weekday,Tram,508300
2024,5,May,Tuesday,Normal Weekday,MetroBus,392100
2024,5,May,Tuesday,Normal Weekday,MetroTrain,622600
2024,5,May,Tuesday,Normal Weekday,RegionalBus,41550
2024,5,May,Tuesday,Normal Weekday,RegionalTrain,60750
2024,5,May,Tuesday,Normal Weekday,Tram,487500
2024,5,May,Wednesday,Normal Weekday,MetroBus,397950
2024,5,May,Wednesday,Normal Weekday,MetroTrain,641150
2024,5,May,Wednesday,Normal Weekday,RegionalBus,42700
2024,5,May,Wednesday,Normal Weekday,RegionalTrain,62550
2024,5,May,Wednesday,Normal Weekday,Tram,508550
2024,6,Jun,Friday,Normal Weekday,MetroBus,354100
2024,6,Jun,Friday,Normal Weekday,MetroTrain,527550
2024,6,Jun,Friday,Normal Weekday,RegionalBus,37400
2024,6,Jun,Friday,Normal Weekday,RegionalTrain,55650
2024,6,Jun,Friday,Normal Weekday,Tram,442750
2024,6,Jun,Monday,Normal Weekday,MetroBus,347300
2024,6,Jun,Monday,Normal Weekday,MetroTrain,500200
2024,6,Jun,Monday,Normal Weekday,RegionalBus,37350
2024,6,Jun,Monday,Normal Weekday,RegionalTrain,51500
2024,6,Jun,Monday,Normal Weekday,Tram,403150
2024,6,Jun,Saturday,Weekend,MetroBus,199950
2024,6,Jun,Saturday,Weekend,MetroTrain,338500
2024,6,Jun,Saturday,Weekend,RegionalBus,16450
2024,6,Jun,Saturday,Weekend,RegionalTrain,38500
2024,6,Jun,Saturday,Weekend,Tram,349950
2024,6,Jun,Sunday,Weekend,MetroBus,139300
2024,6,Jun,Sunday,Weekend,MetroTrain,258350
2024,6,Jun,Sunday,Weekend,RegionalBus,10300
2024,6,Jun,Sunday,Weekend,RegionalTrain,30450
2024,6,Jun,Sunday,Weekend,Tram,246350
2024,6,Jun,Thursday,Normal Weekday,MetroBus,374500
2024,6,Jun,Thursday,Normal Weekday,MetroTrain,573850
2024,6,Jun,Thursday,Normal Weekday,RegionalBus,39600
2024,6,Jun,Thursday,Normal Weekday,RegionalTrain,57650
2024,6,Jun,Thursday,Normal Weekday,Tram,463500
2024,6,Jun,Tuesday,Normal Weekday,MetroBus,360200
2024,6,Jun,Tuesday,Normal Weekday,MetroTrain,564000
2024,6,Jun,Tuesday,Normal Weekday,RegionalBus,37000
2024,6,Jun,Tuesday,Normal Weekday,RegionalTrain,56550
2024,6,Jun,Tuesday,Normal Weekday,Tram,443050
2024,6,Jun,Wednesday,Normal Weekday,MetroBus,369300
2024,6,Jun,Wednesday,Normal Weekday,MetroTrain,582150
2024,6,Jun,Wednesday,Normal Weekday,RegionalBus,38750
2024,6,Jun,Wednesday,Normal Weekday,RegionalTrain,60550
2024,6,Jun,Wednesday,Normal Weekday,Tram,459900
2024,7,Jul,Friday,Normal Weekday,MetroBus,384550
2024,7,Jul,Friday,Normal Weekday,MetroTrain,548450
2024,7,Jul,Friday,Normal Weekday,RegionalBus,39250
2024,7,Jul,Friday,Normal Weekday,RegionalTrain,58700
2024,7,Jul,Friday,Normal Weekday,Tram,481800
2024,7,Jul,Friday,School Holiday Weekday,MetroBus,319700
2024,7,Jul,Friday,School Holiday Weekday,MetroTrain,553500
2024,7,Jul,Friday,School Holiday Weekday,RegionalBus,33000
2024,7,Jul,Friday,School Holiday Weekday,RegionalTrain,62250
2024,7,Jul,Friday,School Holiday Weekday,Tram,446950
2024,7,Jul,Monday,Normal Weekday,MetroBus,374200
2024,7,Jul,Monday,Normal Weekday,MetroTrain,516200
2024,7,Jul,Monday,Normal Weekday,RegionalBus,37650
2024,7,Jul,Monday,Normal Weekday,RegionalTrain,52450
2024,7,Jul,Monday,Normal Weekday,Tram,432400
2024,7,Jul,Monday,School Holiday Weekday,MetroBus,320350
2024,7,Jul,Monday,School Holiday Weekday,MetroTrain,464650
2024,7,Jul,Monday,School Holiday Weekday,RegionalBus,31600
2024,7,Jul,Monday,School Holiday Weekday,RegionalTrain,49800
2024,7,Jul,Monday,School Holiday Weekday,Tram,394500
2024,7,Jul,Saturday,Weekend,MetroBus,190350
2024,7,Jul,Saturday,Weekend,MetroTrain,336100
2024,7,Jul,Saturday,Weekend,RegionalBus,16750
2024,7,Jul,Saturday,Weekend,RegionalTrain,41350
2024,7,Jul,Saturday,Weekend,Tram,350900
2024,7,Jul,Sunday,Weekend,MetroBus,142300
2024,7,Jul,Sunday,Weekend,MetroTrain,255050
2024,7,Jul,Sunday,Weekend,RegionalBus,10300
2024,7,Jul,Sunday,Weekend,RegionalTrain,30100
2024,7,Jul,Sunday,Weekend,Tram,251600
2024,7,Jul,Thursday,Normal Weekday,MetroBus,400350
2024,7,Jul,Thursday,Normal Weekday,MetroTrain,597250
2024,7,Jul,Thursday,Normal Weekday,RegionalBus,40000
2024,7,Jul,Thursday,Normal Weekday,RegionalTrain,61250
2024,7,Jul,Thursday,Normal Weekday,Tram,502600
2024,7,Jul,Thursday,School Holiday Weekday,MetroBus,339400
2024,7,Jul,Thursday,School Holiday Weekday,MetroTrain,550100
2024,7,Jul,Thursday,School Holiday Weekday,RegionalBus,33200
2024,7,Jul,Thursday,School Holiday Weekday,RegionalTrain,62050
2024,7,Jul,Thursday,School Holiday Weekday,Tram,455200
2024,7,Jul,Tuesday,Normal Weekday,MetroBus,417900
2024,7,Jul,Tuesday,Normal Weekday,MetroTrain,607100
2024,7,Jul,Tuesday,Normal Weekday,RegionalBus,39950
2024,7,Jul,Tuesday,Normal Weekday,RegionalTrain,58050
2024,7,Jul,Tuesday,Normal Weekday,Tram,490650
2024,7,Jul,Tuesday,School Holiday Weekday,MetroBus,319000
2024,7,Jul,Tuesday,School Holiday Weekday,MetroTrain,526150
2024,7,Jul,Tuesday,School Holiday Weekday,RegionalBus,30750
2024,7,Jul,Tuesday,School Holiday Weekday,RegionalTrain,57450
2024,7,Jul,Tuesday,School Holiday Weekday,Tram,421200
2024,7,Jul,Wednesday,Normal Weekday,MetroBus,418650
2024,7,Jul,Wednesday,Normal Weekday,MetroTrain,608000
2024,7,Jul,Wednesday,Normal Weekday,RegionalBus,41550
2024,7,Jul,Wednesday,Normal Weekday,RegionalTrain,61900
2024,7,Jul,Wednesday,Normal Weekday,Tram,503900
2024,7,Jul,Wednesday,School Holiday Weekday,MetroBus,350100
2024,7,Jul,Wednesday,School Holiday Weekday,MetroTrain,552850
2024,7,Jul,Wednesday,School Holiday Weekday,RegionalBus,36000
2024,7,Jul,Wednesday,School Holiday Weekday,RegionalTrain,62050
2024,7,Jul,Wednesday,School Holiday Weekday,Tram,462200
2024,8,Aug,Friday,Normal Weekday,MetroBus,393400
2024,8,Aug,Friday,Normal Weekday,MetroTrain,571750
2024,8,Aug,Friday,Normal Weekday,RegionalBus,38300
2024,8,Aug,Friday,Normal Weekday,RegionalTrain,57700
2024,8,Aug,Friday,Normal Weekday,Tram,484100
2024,8,Aug,Monday,Normal Weekday,MetroBus,400700
2024,8,Aug,Monday,Normal Weekday,MetroTrain,557450
2024,8,Aug,Monday,Normal Weekday,RegionalBus,38300
2024,8,Aug,Monday,Normal Weekday,RegionalTrain,54750
2024,8,Aug,Monday,Normal Weekday,Tram,450200
2024,8,Aug,Saturday,Weekend,MetroBus,206050
2024,8,Aug,Saturday,Weekend,MetroTrain,362500
2024,8,Aug,Saturday,Weekend,RegionalBus,18150
2024,8,Aug,Saturday,Weekend,RegionalTrain,41200
2024,8,Aug,Saturday,Weekend,Tram,373200
2024,8,Aug,Sunday,Weekend,MetroBus,147250
2024,8,Aug,Sunday,Weekend,MetroTrain,305700
2024,8,Aug,Sunday,Weekend,RegionalBus,11200
2024,8,Aug,Sunday,Weekend,RegionalTrain,33300
2024,8,Aug,Sunday,Weekend,Tram,276250
2024,8,Aug,Thursday,Normal Weekday,MetroBus,431250
2024,8,Aug,Thursday,Normal Weekday,MetroTrain,638550
2024,8,Aug,Thursday,Normal Weekday,RegionalBus,41100
2024,8,Aug,Thursday,Normal Weekday,RegionalTrain,62300
2024,8,Aug,Thursday,Normal Weekday,Tram,507150
2024,8,Aug,Tuesday,Normal Weekday,MetroBus,423950
2024,8,Aug,Tuesday,Normal Weekday,MetroTrain,645200
2024,8,Aug,Tuesday,Normal Weekday,RegionalBus,39200
2024,8,Aug,Tuesday,Normal Weekday,RegionalTrain,63100
2024,8,Aug,Tuesday,Normal Weekday,Tram,494950
2024,8,Aug,Wednesday,Normal Weekday,MetroBus,424100
2024,8,Aug,Wednesday,Normal Weekday,MetroTrain,638350
2024,8,Aug,Wednesday,Normal Weekday,RegionalBus,39800
2024,8,Aug,Wednesday,Normal Weekday,RegionalTrain,62900
2024,8,Aug,Wednesday,Normal Weekday,Tram,501750
2024,9,Sep,Friday,Normal Weekday,MetroBus,371750
2024,9,Sep,Friday,Normal Weekday,MetroTrain,573200
2024,9,Sep,Friday,Normal Weekday,RegionalBus,33700
2024,9,Sep,Friday,Normal Weekday,RegionalTrain,58600
2024,9,Sep,Friday,Normal Weekday,Tram,438800
2024,9,Sep,Monday,Normal Weekday,MetroBus,362850
2024,9,Sep,Monday,Normal Weekday,MetroTrain,511150
2024,9,Sep,Monday,Normal Weekday,RegionalBus,31500
2024,9,Sep,Monday,Normal Weekday,RegionalTrain,52650
2024,9,Sep,Monday,Normal Weekday,Tram,394900
2024,9,Sep,Monday,School Holiday Weekday,MetroBus,350050
2024,9,Sep,Monday,School Holiday Weekday,MetroTrain,522100
2024,9,Sep,Monday,School Holiday Weekday,RegionalBus,30500
2024,9,Sep,Monday,School Holiday Weekday,RegionalTrain,58550
2024,9,Sep,Monday,School Holiday Weekday,Tram,440850
2024,9,Sep,Saturday,Weekend,MetroBus,190300
2024,9,Sep,Saturday,Weekend,MetroTrain,364600
2024,9,Sep,Saturday,Weekend,RegionalBus,17750
2024,9,Sep,Saturday,Weekend,RegionalTrain,40550
2024,9,Sep,Saturday,Weekend,Tram,323300
2024,9,Sep,Sunday,Weekend,MetroBus,130400
2024,9,Sep,Sunday,Weekend,MetroTrain,211450
2024,9,Sep,Sunday,Weekend,RegionalBus,10650
2024,9,Sep,Sunday,Weekend,RegionalTrain,25950
2024,9,Sep,Sunday,Weekend,Tram,220750
2024,9,Sep,Thursday,Normal Weekday,MetroBus,398150
2024,9,Sep,Thursday,Normal Weekday,MetroTrain,622550
2024,9,Sep,Thursday,Normal Weekday,RegionalBus,37000
2024,9,Sep,Thursday,Normal Weekday,RegionalTrain,63800
2024,9,Sep,Thursday,Normal Weekday,Tram,453750
2024,9,Sep,Thursday,School Holiday Weekday,MetroBus,365050
2024,9,Sep,Thursday,School Holiday Weekday,MetroTrain,606350
2024,9,Sep,Thursday,School Holiday Weekday,RegionalBus,33300
2024,9,Sep,Thursday,School Holiday Weekday,RegionalTrain,68900
2024,9,Sep,Thursday,School Holiday Weekday,Tram,507000
2024,9,Sep,Tuesday,Normal Weekday,MetroBus,413500
2024,9,Sep,Tuesday,Normal Weekday,MetroTrain,632950
2024,9,Sep,Tuesday,Normal Weekday,RegionalBus,37050
2024,9,Sep,Tuesday,Normal Weekday,RegionalTrain,63700
2024,9,Sep,Tuesday,Normal Weekday,Tram,469750
2024,9,Sep,Tuesday,School Holiday Weekday,MetroBus,373000
2024,9,Sep,Tuesday,School Holiday Weekday,MetroTrain,600700
2024,9,Sep,Tuesday,School Holiday Weekday,RegionalBus,31200
2024,9,Sep,Tuesday,School Holiday Weekday,RegionalTrain,68300
2024,9,Sep,Tuesday,School Holiday Weekday,Tram,503000
2024,9,Sep,Wednesday,Normal Weekday,MetroBus,404300
2024,9,Sep,Wednesday,Normal Weekday,MetroTrain,621600
2024,9,Sep,Wednesday,Normal Weekday,RegionalBus,38300
2024,9,Sep,Wednesday,Normal Weekday,RegionalTrain,63400
2024,9,Sep,Wednesday,Normal Weekday,Tram,451150
2024,9,Sep,Wednesday,School Holiday Weekday,MetroBus,311700
2024,9,Sep,Wednesday,School Holiday Weekday,MetroTrain,550200
2024,9,Sep,Wednesday,School Holiday Weekday,RegionalBus,27750
2024,9,Sep,Wednesday,School Holiday Weekday,RegionalTrain,62700
2024,9,Sep,Wednesday,School Holiday Weekday,Tram,463650
2024,10,Oct,Friday,Normal Weekday,MetroBus,370700
2024,10,Oct,Friday,Normal Weekday,MetroTrain,524000
2024,10,Oct,Friday,Normal Weekday,RegionalBus,35100
2024,10,Oct,Friday,Normal Weekday,RegionalTrain,59600
2024,10,Oct,Friday,Normal Weekday,Tram,499750
2024,10,Oct,Friday,School Holiday Weekday,MetroBus,347400
2024,10,Oct,Friday,School Holiday Weekday,MetroTrain,534750
2024,10,Oct,Friday,School Holiday Weekday,RegionalBus,30200
2024,10,Oct,Friday,School Holiday Weekday,RegionalTrain,60500
2024,10,Oct,Friday,School Holiday Weekday,Tram,470900
2024,10,Oct,Monday,Normal Weekday,MetroBus,383400
2024,10,Oct,Monday,Normal Weekday,MetroTrain,526050
2024,10,Oct,Monday,Normal Weekday,RegionalBus,35300
2024,10,Oct,Monday,Normal Weekday,RegionalTrain,56850
2024,10,Oct,Monday,Normal Weekday,Tram,472350
2024,10,Oct,Saturday,Weekend,MetroBus,205500
2024,10,Oct,Saturday,Weekend,MetroTrain,350200
2024,10,Oct,Saturday,Weekend,RegionalBus,20000
2024,10,Oct,Saturday,Weekend,RegionalTrain,42250
2024,10,Oct,Saturday,Weekend,Tram,401650
2024,10,Oct,Sunday,Weekend,MetroBus,142000
2024,10,Oct,Sunday,Weekend,MetroTrain,248650
2024,10,Oct,Sunday,Weekend,RegionalBus,12400
2024,10,Oct,Sunday,Weekend,RegionalTrain,32050
2024,10,Oct,Sunday,Weekend,Tram,274150
2024,10,Oct,Thursday,Normal Weekday,MetroBus,415000
2024,10,Oct,Thursday,Normal Weekday,MetroTrain,630200
2024,10,Oct,Thursday,Normal Weekday,RegionalBus,38400
2024,10,Oct,Thursday,Normal Weekday,RegionalTrain,67000
2024,10,Oct,Thursday,Normal Weekday,Tram,542150
2024,10,Oct,Thursday,School Holiday Weekday,MetroBus,396900
2024,10,Oct,Thursday,School Holiday Weekday,MetroTrain,659050
2024,10,Oct,Thursday,School Holiday Weekday,RegionalBus,33350
2024,10,Oct,Thursday,School Holiday Weekday,RegionalTrain,73700
2024,10,Oct,Thursday,School Holiday Weekday,Tram,523500
2024,10,Oct,Tuesday,Normal Weekday,MetroBus,417100
2024,10,Oct,Tuesday,Normal Weekday,MetroTrain,627500
2024,10,Oct,Tuesday,Normal Weekday,RegionalBus,37850
2024,10,Oct,Tuesday,Normal Weekday,RegionalTrain,66750
2024,10,Oct,Tuesday,Normal Weekday,Tram,530200
2024,10,Oct,Tuesday,School Holiday Weekday,MetroBus,382450
2024,10,Oct,Tuesday,School Holiday Weekday,MetroTrain,631350
2024,10,Oct,Tuesday,School Holiday Weekday,RegionalBus,30250
2024,10,Oct,Tuesday,School Holiday Weekday,RegionalTrain,65850
2024,10,Oct,Tuesday,School Holiday Weekday,Tram,489550
2024,10,Oct,Wednesday,Normal Weekday,MetroBus,419200
2024,10,Oct,Wednesday,Normal Weekday,MetroTrain,640100
2024,10,Oct,Wednesday,Normal Weekday,RegionalBus,36550
2024,10,Oct,Wednesday,Normal Weekday,RegionalTrain,70050
2024,10,Oct,Wednesday,Normal Weekday,Tram,550400
2024,10,Oct,Wednesday,School Holiday Weekday,MetroBus,387650
2024,10,Oct,Wednesday,School Holiday Weekday,MetroTrain,639750
