route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id,wheelchair_accessible
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5820","2-CGB-vpt-1.8.R","Flinders Street via City Loop","1","","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5822","2-CGB-vpt-1.8.R","Flinders Street via City Loop","1","1231","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5824","2-CGB-vpt-1.8.R","Flinders Street via City Loop","1","1247","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5826","2-CGB-vpt-1.10.R","Flinders Street via City Loop","1","","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5828","2-CGB-vpt-1.11.R","Flinders Street via City Loop","1","","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5830","2-CGB-vpt-1.10.R","Flinders Street via City Loop","1","1329","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5832","2-CGB-vpt-1.10.R","Flinders Street via City Loop","1","1288","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5834","2-CGB-vpt-1.10.R","Flinders Street via City Loop","1","1321","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5836","2-CGB-vpt-1.10.R","Flinders Street via City Loop","1","1285","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5838","2-CGB-vpt-1.10.R","Flinders Street via City Loop","1","","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5840","2-CGB-vpt-1.10.R","Flinders Street via City Loop","1","1253","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5842","2-CGB-vpt-1.10.R","Flinders Street via City Loop","1","1313","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5844","2-CGB-vpt-1.10.R","Flinders Street via City Loop","1","1266","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5846","2-CGB-vpt-1.10.R","Flinders Street via City Loop","1","","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5848","2-CGB-vpt-1.10.R","Flinders Street via City Loop","1","","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5850","2-CGB-vpt-1.10.R","Flinders Street via City Loop","1","","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5852","2-CGB-vpt-1.10.R","Flinders Street via City Loop","1","1277","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5854","2-CGB-vpt-1.10.R","Flinders Street via City Loop","1","1270","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5856","2-CGB-vpt-1.10.R","Flinders Street via City Loop","1","","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5858","2-CGB-vpt-1.10.R","Flinders Street via City Loop","1","","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5860","2-CGB-vpt-1.10.R","Flinders Street via City Loop","1","1281","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5862","2-CGB-vpt-1.10.R","Flinders Street via City Loop","1","1306","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5864","2-CGB-vpt-1.10.R","Flinders Street via City Loop","1","1298","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5866","2-CGB-vpt-1.10.R","Flinders Street via City Loop","1","1278","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5868","2-CGB-vpt-1.10.R","Flinders Street via City Loop","1","1276","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5870","2-CGB-vpt-1.10.R","Flinders Street via City Loop","1","","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5872","2-CGB-vpt-1.10.R","Flinders Street via City Loop","1","1299","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5874","2-CGB-vpt-1.10.R","Flinders Street via City Loop","1","1252","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5876","2-CGB-vpt-1.10.R","Flinders Street via City Loop","1","","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5878","2-CGB-vpt-1.10.R","Flinders Street via City Loop","1","","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5880","2-CGB-vpt-1.8.R","Flinders Street via City Loop","1","","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5882","2-CGB-vpt-1.10.R","Flinders Street via City Loop","1","","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5884","2-CGB-vpt-1.12.R","Flinders Street via City Loop","1","","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5886","2-CGB-vpt-1.8.R","Flinders Street via City Loop","1","1246","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5888","2-CGB-vpt-1.11.R","Flinders Street via City Loop","1","1372","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5890","2-CGB-vpt-1.8.R","Flinders Street via City Loop","1","","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5892","2-CGB-vpt-1.11.R","Flinders Street via City Loop","1","","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5894","2-CGB-vpt-1.8.R","Flinders Street via City Loop","1","1228","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5896","2-CGB-vpt-1.11.R","Flinders Street via City Loop","1","1376","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5898","2-CGB-vpt-1.8.R","Flinders Street via City Loop","1","","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5900","2-CGB-vpt-1.11.R","Flinders Street via City Loop","1","1373","1"
"aus:vic:vic-02-CGB:","UU","02-CGB--1-UU-5902","2-CGB-vpt-1.10.R","Flinders Street via City Loop","1","","1"
"aus:vic:vic-02-CGB-R:","T2_1","02-CGB-R-11-T2-BC000","2-CGB-R-vpt-11.1.R","North Melbourne","1","","1"
"aus:vic:vic-02-CGB-R:","T2_1","02-CGB-R-11-T2-BC001","2-CGB-R-vpt-11.2.H","Craigieburn","0","","1"
"aus:vic:vic-02-CGB-R:","T2_1","02-CGB-R-11-T2-BC002","2-CGB-R-vpt-11.1.R","North Melbourne","1","","1"
"aus:vic:vic-02-CGB-R:","T2_1","02-CGB-R-11-T2-BC003","2-CGB-R-vpt-11.2.H","Craigieburn","0","","1"
"aus:vic:vic-02-CGB-R:","T2_1","02-CGB-R-11-T2-BC004","2-CGB-R-vpt-11.1.R","North Melbourne","1","","1"
"aus:vic:vic-02-CGB-R:","T2_1","02-CGB-R-11-T2-BC005","2-CGB-R-vpt-11.2.H","Craigieburn","0","","1"
"aus:vic:vic-02-CGB-R:","T2_1","02-CGB-R-11-T2-BC006","2-CGB-R-vpt-11.1.R","North Melbourne","1","","1"
"aus:vic:vic-02-CGB-R:","T2_1","02-CGB-R-11-T2-BC007","2-CGB-R-vpt-11.2.H","Craigieburn","0","","1"
"aus:vic:vic-02-CGB-R:","T2_1","02-CGB-R-11-T2-BC008","2-CGB-R-vpt-11.1.R","North Melbourne","1","","1"
"aus:vic:vic-02-CGB-R:","T2_1","02-CGB-R-11-T2-BC009","2-CGB-R-vpt-11.2.H","Craigieburn","0","","1"
"aus:vic:vic-02-CGB-R:","T3_1","02-CGB-R-11-T3-BC000","2-CGB-R-vpt-11.1.R","North Melbourne","1","","1"
"aus:vic:vic-02-CGB-R:","T3_1","02-CGB-R-11-T3-BC001","2-CGB-R-vpt-11.2.H","Craigieburn","0","","1"
"aus:vic:vic-02-CGB-R:","T3_1","02-CGB-R-11-T3-BC003","2-CGB-R-vpt-11.2.H","Craigieburn","0","","1"
"aus:vic:vic-02-CGB-R:","T6_1","02-CGB-R-11-T6-BC000","2-CGB-R-vpt-11.1.R","North Melbourne","1","","1"
"aus:vic:vic-02-CGB-R:","T6_1","02-CGB-R-11-T6-BC001","2-CGB-R-vpt-11.2.H","Craigieburn","0","","1"
"aus:vic:vic-02-CGB-R:","T6_1","02-CGB-R-11-T6-BC002","2-CGB-R-vpt-11.1.R","North Melbourne","1","","1"
"aus:vic:vic-02-CGB-R:","T6_1","02-CGB-R-11-T6-BC003","2-CGB-R-vpt-11.2.H","Craigieburn","0","","1"
"aus:vic:vic-02-CGB-R:","T6_1","02-CGB-R-11-T6-BC004","2-CGB-R-vpt-11.1.R","North Melbourne","1","","1"
"aus:vic:vic-02-CGB-R:","T6_1","02-CGB-R-11-T6-BC005","2-CGB-R-vpt-11.2.H","Craigieburn","0","","1"
"aus:vic:vic-02-CGB-R:","T6_1","02-CGB-R-11-T6-BC006","2-CGB-R-vpt-11.1.R","North Melbourne","1","","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4300","2-FKN-vpt-10.1.R","Laverton via Flinders Street","1","8922","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4301","2-FKN-vpt-10.2.H","Frankston","0","3743","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4302","2-FKN-vpt-10.3.R","Laverton via Flinders Street","1","8923","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4303","2-FKN-vpt-10.4.H","Frankston","0","","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4304","2-FKN-vpt-10.3.R","Laverton via Flinders Street","1","8925","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4305","2-FKN-vpt-10.4.H","Frankston","0","8930","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4306","2-FKN-vpt-10.1.R","Laverton via Flinders Street","1","8921","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4307","2-FKN-vpt-10.2.H","Frankston","0","8895","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4308","2-FKN-vpt-10.3.R","Laverton via Flinders Street","1","8924","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4309","2-FKN-vpt-10.4.H","Frankston","0","8927","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4310","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9076","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4311","2-FKN-vpt-10.2.H","Frankston","0","8894","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4312","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9080","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4313","2-FKN-vpt-10.2.H","Frankston","0","8896","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4314","2-FKN-vpt-10.6.R","Laverton via Flinders Street","1","9164","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4315","2-FKN-vpt-10.2.H","Frankston","0","8900","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4316","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9091","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4317","2-FKN-vpt-10.4.H","Frankston","0","8940","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4318","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9127","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4319","2-FKN-vpt-10.4.H","Frankston","0","8981","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4320","2-FKN-vpt-10.6.R","Laverton via Flinders Street","1","9163","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4321","2-FKN-vpt-10.4.H","Frankston","0","8939","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4322","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9098","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4323","2-FKN-vpt-10.4.H","Frankston","0","8954","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4324","2-FKN-vpt-10.6.R","Laverton via Flinders Street","1","9165","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4325","2-FKN-vpt-10.4.H","Frankston","0","8944","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4326","2-FKN-vpt-10.6.R","Laverton via Flinders Street","1","9162","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4327","2-FKN-vpt-10.4.H","Frankston","0","8960","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4328","2-FKN-vpt-10.6.R","Laverton via Flinders Street","1","9159","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4329","2-FKN-vpt-10.4.H","Frankston","0","8957","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4330","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9125","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4331","2-FKN-vpt-10.4.H","Frankston","0","9035","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4332","2-FKN-vpt-10.6.R","Williamstown via Flinders Street","1","3723","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4333","2-FKN-vpt-10.4.H","Frankston","0","9018","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4334","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9132","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4335","2-FKN-vpt-10.2.H","Frankston","0","8908","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4336","2-FKN-vpt-10.6.R","Williamstown via Flinders Street","1","3694","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4337","2-FKN-vpt-10.4.H","Frankston","0","8938","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4338","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9136","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4339","2-FKN-vpt-10.2.H","Frankston","0","8907","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4340","2-FKN-vpt-10.6.R","Williamstown via Flinders Street","1","3690","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4341","2-FKN-vpt-10.4.H","Frankston","0","8965","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4342","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9103","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4343","2-FKN-vpt-10.2.H","Frankston","0","8898","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4344","2-FKN-vpt-10.6.R","Williamstown via Flinders Street","1","3734","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4345","2-FKN-vpt-10.4.H","Frankston","0","9028","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4346","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9121","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4347","2-FKN-vpt-10.2.H","Frankston","0","3615","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4348","2-FKN-vpt-10.6.R","Williamstown via Flinders Street","1","3715","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4349","2-FKN-vpt-10.4.H","Frankston","0","8962","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4350","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9116","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4351","2-FKN-vpt-10.2.H","Frankston","0","3647","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4352","2-FKN-vpt-10.6.R","Williamstown via Flinders Street","1","3735","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4353","2-FKN-vpt-10.4.H","Frankston","0","8980","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4354","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9115","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4355","2-FKN-vpt-10.2.H","Frankston","0","3563","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4356","2-FKN-vpt-10.6.R","Williamstown via Flinders Street","1","3688","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4357","2-FKN-vpt-10.4.H","Frankston","0","9025","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4358","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9134","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4359","2-FKN-vpt-10.2.H","Frankston","0","3600","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4360","2-FKN-vpt-10.6.R","Williamstown via Flinders Street","1","3714","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4361","2-FKN-vpt-10.4.H","Frankston","0","9026","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4362","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9124","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4363","2-FKN-vpt-10.2.H","Frankston","0","3596","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4364","2-FKN-vpt-10.6.R","Williamstown via Flinders Street","1","3699","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4365","2-FKN-vpt-10.4.H","Frankston","0","9049","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4366","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9126","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4367","2-FKN-vpt-10.2.H","Frankston","0","3581","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4368","2-FKN-vpt-10.6.R","Williamstown via Flinders Street","1","3695","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4369","2-FKN-vpt-10.4.H","Frankston","0","8971","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4370","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9122","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4371","2-FKN-vpt-10.2.H","Frankston","0","3640","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4372","2-FKN-vpt-10.6.R","Williamstown via Flinders Street","1","3729","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4373","2-FKN-vpt-10.4.H","Frankston","0","8966","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4374","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9102","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4375","2-FKN-vpt-10.2.H","Frankston","0","3604","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4376","2-FKN-vpt-10.6.R","Williamstown via Flinders Street","1","3725","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4377","2-FKN-vpt-10.4.H","Frankston","0","9048","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4378","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9110","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4379","2-FKN-vpt-10.2.H","Frankston","0","3586","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4380","2-FKN-vpt-10.6.R","Williamstown via Flinders Street","1","3705","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4381","2-FKN-vpt-10.4.H","Frankston","0","8977","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4382","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9135","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4383","2-FKN-vpt-10.2.H","Frankston","0","3630","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4384","2-FKN-vpt-10.6.R","Williamstown via Flinders Street","1","3707","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4385","2-FKN-vpt-10.4.H","Frankston","0","9010","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4386","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9099","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4387","2-FKN-vpt-10.2.H","Frankston","0","3594","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4388","2-FKN-vpt-10.6.R","Williamstown via Flinders Street","1","3736","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4389","2-FKN-vpt-10.4.H","Frankston","0","8998","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4390","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9104","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4391","2-FKN-vpt-10.2.H","Frankston","0","3564","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4392","2-FKN-vpt-10.6.R","Williamstown via Flinders Street","1","3716","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4393","2-FKN-vpt-10.4.H","Frankston","0","9039","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4394","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9093","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4395","2-FKN-vpt-10.2.H","Frankston","0","3577","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4396","2-FKN-vpt-10.6.R","Williamstown via Flinders Street","1","3718","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4397","2-FKN-vpt-10.4.H","Frankston","0","9017","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4398","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9118","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4399","2-FKN-vpt-10.2.H","Frankston","0","3576","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4400","2-FKN-vpt-10.6.R","Williamstown via Flinders Street","1","3703","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4401","2-FKN-vpt-10.4.H","Frankston","0","9051","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4402","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9113","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4403","2-FKN-vpt-10.2.H","Frankston","0","3593","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4404","2-FKN-vpt-10.6.R","Williamstown via Flinders Street","1","3689","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4405","2-FKN-vpt-10.4.H","Frankston","0","9020","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4406","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9094","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4407","2-FKN-vpt-10.2.H","Frankston","0","3603","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4408","2-FKN-vpt-10.6.R","Williamstown via Flinders Street","1","3730","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4409","2-FKN-vpt-10.4.H","Frankston","0","8988","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4410","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9117","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4411","2-FKN-vpt-10.2.H","Frankston","0","3566","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4412","2-FKN-vpt-10.6.R","Williamstown via Flinders Street","1","3704","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4413","2-FKN-vpt-10.4.H","Frankston","0","9000","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4414","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9108","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4415","2-FKN-vpt-10.2.H","Frankston","0","3633","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4416","2-FKN-vpt-10.6.R","Williamstown via Flinders Street","1","3696","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4417","2-FKN-vpt-10.4.H","Frankston","0","8955","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4418","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9109","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4419","2-FKN-vpt-10.2.H","Frankston","0","3592","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4420","2-FKN-vpt-10.6.R","Williamstown via Flinders Street","1","3697","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4421","2-FKN-vpt-10.4.H","Frankston","0","9032","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4422","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9133","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4423","2-FKN-vpt-10.2.H","Frankston","0","3644","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4424","2-FKN-vpt-10.6.R","Williamstown via Flinders Street","1","3726","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4425","2-FKN-vpt-10.4.H","Frankston","0","8951","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4426","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9100","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4427","2-FKN-vpt-10.2.H","Frankston","0","3587","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4428","2-FKN-vpt-10.6.R","Williamstown via Flinders Street","1","3739","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4429","2-FKN-vpt-10.4.H","Frankston","0","8958","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4430","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9139","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4431","2-FKN-vpt-10.2.H","Frankston","0","3616","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4432","2-FKN-vpt-10.6.R","Williamstown via Flinders Street","1","3740","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4433","2-FKN-vpt-10.4.H","Frankston","0","8986","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4434","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9073","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4435","2-FKN-vpt-10.2.H","Frankston","0","3646","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4436","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9077","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4437","2-FKN-vpt-10.4.H","Frankston","0","8973","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4438","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9078","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4439","2-FKN-vpt-10.4.H","Frankston","0","9064","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4440","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9156","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4441","2-FKN-vpt-10.2.H","Frankston","0","8869","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4442","2-FKN-vpt-10.5.R","Laverton via Flinders Street","1","9148","1"
"aus:vic:vic-02-FKN:","T2","02-FKN--10-T2-4443","2-FKN-vpt-10.4.H","Frankston","0","9061","1"
