OBJECTID,WATMAINID,STATUS,PRESSURE_ZONE,ROADSEGMENTID,MAP_LABEL,CATEGORY,PIPE_SIZE,MATERIAL,LINED,LINED_DATE,LINED_MATERIAL,INSTALLATION_DATE,ACQUISITION,CONSULTANT,OWNERSHIP,BRIDGE_MAIN,BRIDGE_DETAILS,CRITICALITY,REL_CLEANING_AREA,REL_CLEANING_SUBAREA,Undersized,Shallow Main,Condition Score,OVERSIZED,CLEANED,Shape__Length
82361,54870,ACTIVE,KIT 2W,16162,194.8m 200mm  PVC,TREATED,200,PVC,NO,,NONE,11/1/1994 12:00:00 AM,DONATED,KMK,KITCHENER,N,,6,5,39,N,N,9.35,N,N,194.835903240898
82362,87002,ACTIVE,KIT 2W,16162,118.5m 200mm  PVC,TREATED,200,PVC,NO,,NONE,11/1/1994 12:00:00 AM,DONATED,KMK,KITCHENER,N,,6,5,39,N,N,9.35,N,N,118.529906703483
82363,87004,ACTIVE,KIT 4,22794,6.4m 300mm  DI,TREATED,300,DI,NO,,NONE,6/1/1988 12:00:00 AM,DONATED,,KITCHENER,N,,6,3,17,N,N,9.1,N,N,6.38495999050124
82364,32990,ACTIVE,KIT 4,22794,123.1m 300mm  DI,TREATED,300,DI,NO,,NONE,6/1/1988 12:00:00 AM,DONATED,,KITCHENER,N,,6,3,18,N,N,9.1,N,N,123.085101752394
82365,87006,ACTIVE,KIT 4,10346,11.4m 150mm  DI,TREATED,150,DI,NO,,NONE,11/1/1976 12:00:00 AM,DONATED,,KITCHENER,N,,5,4,12,N,N,8.5,N,Y,11.4085815634595
82366,16100,ACTIVE,KIT 4,10346,75.7m 150mm  DI,TREATED,150,DI,NO,,NONE,11/1/1976 12:00:00 AM,DONATED,,KITCHENER,N,,5,4,12,N,N,8.5,N,Y,75.6536416832444
82367,8730,ACTIVE,KIT 4,22930,48.1m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1960 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,2,N,N,7.75,N,Y,48.0655009499519
82368,87008,ACTIVE,KIT 4,22928,19.8m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1960 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,23B,N,N,7.75,N,Y,19.8395582567618
82372,3980,ACTIVE,KIT 4,11012,76m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1965 12:00:00 AM,DONATED,,KITCHENER,N,,5,4,23B,N,N,8.5,N,Y,76.0036485033217
82373,87014,ACTIVE,KIT 4,25564,12.2m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/2001 12:00:00 AM,DONATED,,KITCHENER,N,,6,3,15,N,N,9.35,N,N,12.2021479689642
82374,87016,ACTIVE,KIT 4,25582,126.1m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/2001 12:00:00 AM,DONATED,,KITCHENER,N,,6,3,15,N,N,9.35,N,N,126.079355120591
82375,67520,ACTIVE,KIT 4,25582,144.3m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/2001 12:00:00 AM,DONATED,,KITCHENER,N,,6,3,15,N,N,9.35,N,N,144.316539160822
82376,87018,ACTIVE,KIT 4,25582,139.2m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/2001 12:00:00 AM,DONATED,,KITCHENER,N,,6,3,15,N,N,9.35,N,N,139.211878746076
82377,87020,ACTIVE,KIT 4,25565,12.3m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/2001 12:00:00 AM,DONATED,,KITCHENER,N,,7,3,15,N,N,9.35,N,N,12.3077941230345
82378,87022,ACTIVE,KIT 6,5416,1.5m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1975 12:00:00 AM,DONATED,,KITCHENER,N,,7,6,8,N,N,8.5,N,Y,1.52060493299018
82379,43730,ACTIVE,KIT 6,5410,219m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1975 12:00:00 AM,DONATED,,KITCHENER,N,,7,6,8,N,N,6.9,N,Y,219.027912797563
82380,87024,ACTIVE,KIT 6,5410,8m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1975 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,8,N,N,8.5,N,Y,8.0233667149049
82381,87026,ACTIVE,KIT 6,5410,179.3m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1975 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,8,N,N,8.5,N,Y,179.330439213893
82382,42290,ACTIVE,KIT 5,20732,114m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1975 12:00:00 AM,DONATED,,KITCHENER,N,,7,6,11,N,N,8.5,N,Y,113.964219486492
82383,11720,ACTIVE,KIT 4,15901,200.4m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1959 12:00:00 AM,DONATED,,KITCHENER,N,,5,4,9,N,N,6.15,N,Y,200.361844565767
82384,87028,ACTIVE,KIT 4,15901,7.8m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1959 12:00:00 AM,DONATED,,KITCHENER,N,,5,4,10,N,N,7.75,N,Y,7.77443054131729
82385,27760,ACTIVE,KIT 6,5448,67m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1985 12:00:00 AM,DONATED,,KITCHENER,N,,7,6,6,N,N,9.1,N,N,66.998796819092
82386,87030,ACTIVE,KIT 6,5448,10.9m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1985 12:00:00 AM,DONATED,,KITCHENER,N,,7,6,7,N,N,9.1,N,N,10.8620841467792
82387,27840,ACTIVE,KIT 4,10990,263.9m 200mm  CI,TREATED,200,CI,NO,,NONE,1/1/1953 12:00:00 AM,DONATED,,KITCHENER,N,,6,5,8,N,N,7.75,N,N,263.877420439795
82388,87032,ACTIVE,KIT 4,10990,7.6m 200mm  CI,TREATED,200,CI,NO,,NONE,1/1/1953 12:00:00 AM,DONATED,,KITCHENER,N,,6,5,8,N,N,7.75,N,N,7.56824051418382
82389,54520,ACTIVE,KIT 6,21043,38.5m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/1994 12:00:00 AM,DONATED,,KITCHENER,N,,5,6,35,N,N,9.35,N,Y,38.5065681655417
82390,87034,ACTIVE,KIT 4,10271,7.2m 200mm  DI,TREATED,200,DI,NO,,NONE,10/1/1981 12:00:00 AM,PURCHASED,,KITCHENER,N,,6,4,12,N,N,8.5,N,Y,7.17692441068526
82391,35170,ACTIVE,KIT 4,10271,95.7m 200mm  DI,TREATED,200,DI,NO,,NONE,10/1/1981 12:00:00 AM,PURCHASED,,KITCHENER,N,,5,4,12,N,N,8.5,N,Y,95.740044491707
82392,61280,ACTIVE,KIT 2EA,22145,115.1m 200mm  PVC,TREATED,200,PVC,NO,,NONE,6/1/1998 12:00:00 AM,PURCHASED,,KITCHENER,N,,5,5,28,N,N,9.35,N,N,115.117353694836
82393,87036,ACTIVE,KIT 2EA,22145,11.1m 200mm  PVC,TREATED,200,PVC,NO,,NONE,6/1/1998 12:00:00 AM,PURCHASED,,KITCHENER,N,,5,5,28,N,N,9.35,N,N,11.1425979564851
82396,87040,ACTIVE,KIT 5,40052,13.7m 150mm  PVC,TREATED,150,PVC,NO,,NONE,9/1/1997 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,30,N,N,9.35,N,Y,13.6678083270091
82397,44305,ACTIVE,KIT 5,40052,249.1m 150mm  PVC,TREATED,150,PVC,NO,,NONE,11/26/1996 12:00:00 AM,DONATED,HEWITSON,KITCHENER,N,,6,6,30,N,N,9.35,N,Y,249.135314936252
82398,87042,ACTIVE,KIT 5,40052,122.9m 150mm  PVC,TREATED,150,PVC,NO,,NONE,9/1/1997 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,30,N,N,9.35,N,Y,122.946125181986
82399,87044,ACTIVE,KIT 5,40049,13.8m 150mm  PVC,TREATED,150,PVC,NO,,NONE,11/26/1996 12:00:00 AM,DONATED,HEWITSON,KITCHENER,N,,6,6,30,N,N,9.35,N,Y,13.7991953348532
82400,11240,ACTIVE,KIT 4,15101,173.8m 750mm  CPP,TREATED,750,CPP,NO,,NONE,1/1/1979 12:00:00 AM,PURCHASED,,REGION,N,,7,4,29,N,N,9.15,N,Y,173.818584528789
82401,87046,ACTIVE,KIT 4,15101,152m 750mm  CPP,TREATED,750,CPP,NO,,NONE,1/1/1979 12:00:00 AM,PURCHASED,,REGION,N,,6,4,29,N,N,9.15,N,Y,152.044699728859
82402,87048,ACTIVE,KIT 4,602079,6.5m 150mm  PVC,TREATED,150,PVC,NO,,NONE,1/8/2008 12:00:00 AM,PURCHASED,PEIL,KITCHENER,N,,6,3,14,N,N,9.35,N,N,6.51439290225208
82403,76527,ACTIVE,KIT 4,602079,80.5m 150mm  PVC,TREATED,150,PVC,NO,,NONE,1/8/2008 12:00:00 AM,PURCHASED,PEIL,KITCHENER,N,,6,3,14,N,N,9.35,N,N,80.5245338038835
82404,87050,ACTIVE,KIT 4,9293,7.6m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1971 12:00:00 AM,DONATED,,KITCHENER,N,,6,3,5,N,N,7.85,N,N,7.62172605121554
82405,87052,ACTIVE,KIT 4,9293,1.8m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1971 12:00:00 AM,DONATED,,KITCHENER,N,,0,3,5,N,N,7.85,N,N,1.77861811516194
82406,87054,ACTIVE,KIT 4,9293,175.4m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1971 12:00:00 AM,DONATED,,KITCHENER,N,,6,3,5,N,N,7.85,N,N,175.380529429201
82407,87056,ACTIVE,KIT 4,9293,190.6m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1971 12:00:00 AM,DONATED,,KITCHENER,N,,6,3,5,N,N,7.85,N,N,190.607433309664
82408,7560,ACTIVE,KIT 4,9293,321.8m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1971 12:00:00 AM,DONATED,,KITCHENER,N,,6,3,5,N,N,6.65,N,N,321.771498164413
82413,78530,ACTIVE,KIT 4,9397,10.6m 150mm  PVC,TREATED,150,PVC,NO,,NONE,5/1/2012 12:00:00 AM,PURCHASED,MTE,KITCHENER,N,,6,2,13,N,N,9.35,N,Y,10.5940246216368
82414,87062,ACTIVE,KIT 4,9397,1m 150mm  PVC,TREATED,150,PVC,NO,,NONE,5/1/2012 12:00:00 AM,PURCHASED,MTE,KITCHENER,N,,6,2,15,N,N,9.35,N,Y,0.994316595892316
82415,78532,ACTIVE,KIT 4,9390,6.1m 150mm  PVC,TREATED,150,PVC,NO,,NONE,5/1/2012 12:00:00 AM,PURCHASED,MTE,KITCHENER,N,,6,2,13,N,N,9.35,N,Y,6.11152992758254
82417,38380,ACTIVE,KIT 4,9855,13.3m 150mm  PVC,TREATED,150,PVC,NO,,NONE,7/1/1997 12:00:00 AM,PURCHASED,,KITCHENER,N,,6,2,15,N,N,9.35,N,Y,13.3067496526362
82418,87066,ACTIVE,KIT 4,9395,14m 150mm  PVC,TREATED,150,PVC,NO,,NONE,5/1/2012 12:00:00 AM,PURCHASED,MTE,KITCHENER,N,,0,2,13,N,N,9.35,N,Y,14.031378507096
82419,78544,ACTIVE,KIT 4,9855,51.1m 150mm  PVC,TREATED,150,PVC,NO,,NONE,5/1/2012 12:00:00 AM,PURCHASED,MTE,KITCHENER,N,,6,2,15,N,N,9.35,N,Y,51.1025261280102
82420,87068,ACTIVE,KIT 4,6154,.4m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1964 12:00:00 AM,DONATED,,KITCHENER,N,,0,1,5,N,N,7.75,N,Y,0.353933778418911
82421,87070,ACTIVE,KIT 4,6154,1.3m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1964 12:00:00 AM,DONATED,,KITCHENER,N,,0,1,5,N,N,7.75,N,Y,1.27496004519389
82422,63990,ACTIVE,KIT 4,6154,1.3m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1964 12:00:00 AM,DONATED,,KITCHENER,N,,6,1,5,N,N,7.75,N,Y,1.30578079176377
82423,87072,ACTIVE,KIT 4,6154,.2m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1964 12:00:00 AM,DONATED,,KITCHENER,N,,0,1,5,N,N,7.75,N,Y,0.2299869781272
82424,78242,ACTIVE,KIT 4,11376,6.1m 300mm  PVC,TREATED,300,PVC,NO,,NONE,10/1/2012 12:00:00 AM,PURCHASED,REGION,KITCHENER,N,,8,2,2,N,N,9.35,N,Y,6.09914981814695
82425,78250,ACTIVE,KIT 4,11373,11.2m 300mm  PVC,TREATED,300,PVC,NO,,NONE,10/1/2012 12:00:00 AM,PURCHASED,REGION,KITCHENER,N,,7,2,2,N,N,9.35,N,Y,11.2315781083395
82426,78252,ACTIVE,KIT 4,11373,12.1m 150mm  PVC,TREATED,150,PVC,NO,,NONE,10/1/2012 12:00:00 AM,PURCHASED,REGION,KITCHENER,N,,8,2,2,N,N,9.35,N,Y,12.1218695858575
82427,21490,ACTIVE,KIT 4,5901,8.9m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1976 12:00:00 AM,PURCHASED,,KITCHENER,N,,8,2,22,N,N,8.5,N,N,8.93396180545908
82429,77594,ACTIVE,KIT 2W,102837,16.7m 200mm  PVC,TREATED,200,PVC,NO,,NONE,10/1/2011 12:00:00 AM,DONATED,Aecom,KITCHENER,N,,6,5,41,N,N,9.35,N,N,16.7009268281395
82431,87078,ACTIVE,KIT 2W,102837,7.5m 200mm  PVC,TREATED,200,PVC,NO,,NONE,10/1/2011 12:00:00 AM,DONATED,Aecom,KITCHENER,N,,6,5,41,N,N,9.35,N,N,7.51403902584877
82433,87082,ACTIVE,KIT 4,6640,8.2m 300mm  DI,TREATED,300,DI,NO,,NONE,4/1/1989 12:00:00 AM,PURCHASED,,KITCHENER,N,,8,2,21,N,N,9.1,N,Y,8.19947947656366
82435,59880,ACTIVE,KIT 4,6640,23.7m 300mm  DI,TREATED,300,DI,NO,,NONE,4/1/1989 12:00:00 AM,PURCHASED,,KITCHENER,N,,8,2,21,N,N,9.1,N,Y,23.7126836249883
82436,87086,ACTIVE,KIT 4,13270,12.4m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1965 12:00:00 AM,PURCHASED,,KITCHENER,N,,7,5,0,N,N,8.5,N,N,12.4310327810632
82437,41040,ACTIVE,KIT 4,13270,134.8m 300mm  DI,TREATED,300,DI,NO,,NONE,1/2/1965 12:00:00 AM,PURCHASED,,KITCHENER,N,,7,5,0,N,N,7.3,N,N,134.765197583528
82438,87088,ACTIVE,KIT 2W,602336,7.6m 300mm  PVC,TREATED,300,PVC,NO,,NONE,10/1/2011 12:00:00 AM,DONATED,Aecom,KITCHENER,N,,6,5,41,N,N,9.35,N,N,7.58614999359491
82439,77596,ACTIVE,KIT 2W,602336,86.1m 300mm  PVC,TREATED,300,PVC,NO,,NONE,10/1/2011 12:00:00 AM,DONATED,Aecom,KITCHENER,N,,6,5,41,N,N,9.35,N,N,86.1292367659594
82440,42840,ACTIVE,KIT 4,1725,290.2m 450mm  AC,TREATED,450,AC,NO,,NONE,1/1/1969 12:00:00 AM,DONATED,,KITCHENER,N,,7,1,23,N,N,8.7,N,Y,290.24305316
82441,87090,ACTIVE,KIT 4,1724,2.1m 450mm  AC,TREATED,450,AC,NO,,NONE,1/1/1969 12:00:00 AM,DONATED,,KITCHENER,N,,0,1,23,N,N,8.7,N,Y,2.13387729717525
82442,87092,ACTIVE,KIT 4,1725,17.5m 450mm  AC,TREATED,450,AC,NO,,NONE,1/1/1969 12:00:00 AM,DONATED,,KITCHENER,N,,7,1,23,N,N,8.7,N,Y,17.4850564668108
82443,87094,ACTIVE,KIT 2W,600201,4.9m 300mm  PVC,TREATED,300,PVC,NO,,NONE,4/1/2001 12:00:00 AM,DONATED,,KITCHENER,N,,7,5,38,N,N,9.35,N,N,4.91907615927519
82444,67310,ACTIVE,KIT 2W,600201,60.5m 300mm  PVC,TREATED,300,PVC,NO,,NONE,4/1/2001 12:00:00 AM,DONATED,,KITCHENER,N,,7,5,38,N,N,9.35,N,N,60.485949723794
82445,87096,ACTIVE,KIT 2W,602067,18.3m 300mm  PVC,TREATED,300,PVC,NO,,NONE,4/1/2001 12:00:00 AM,DONATED,,KITCHENER,N,,7,5,38,N,N,9.35,N,N,18.2980930528503
82446,27140,ACTIVE,KIT 4,13270,19.9m 600mm  CI,TREATED,600,CI,NO,,NONE,1/1/1966 12:00:00 AM,PURCHASED,,REGION,N,,8,5,2,N,N,4.05,N,N,19.9363464868827
82447,87098,ACTIVE,KIT 4,11438,2.3m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1967 12:00:00 AM,PURCHASED,,KITCHENER,N,,7,5,5,N,N,8.5,N,N,2.26541821382439
82448,29720,ACTIVE,KIT 4,11438,80.3m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1967 12:00:00 AM,PURCHASED,,KITCHENER,N,,8,5,5,N,N,8.5,N,N,80.3211226294604
82449,87100,ACTIVE,KIT 5,20571,1.1m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1975 12:00:00 AM,PURCHASED,,KITCHENER,N,,0,6,41,N,N,8.5,N,Y,1.1472120640809
82450,87102,ACTIVE,KIT 5,20571,9.5m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1975 12:00:00 AM,PURCHASED,,KITCHENER,N,,7,6,41,N,N,8.5,N,Y,9.4846296884342
82451,87104,ACTIVE,KIT 5,20610,9.9m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1975 12:00:00 AM,PURCHASED,,KITCHENER,N,,6,6,41,N,N,8.5,N,Y,9.93298657181631
82452,16320,ACTIVE,KIT 5,6090,100.7m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1975 12:00:00 AM,PURCHASED,,KITCHENER,N,,7,6,41,N,N,6.9,N,Y,100.742630034648
82453,87106,ACTIVE,KIT 5,20571,51.8m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1975 12:00:00 AM,PURCHASED,,KITCHENER,N,,7,6,41,N,N,8.5,N,Y,51.7830913045022
82454,77600,ACTIVE,KIT 2W,102837,25.8m 450mm  PVC,TREATED,450,PVC,NO,,NONE,10/1/2011 12:00:00 AM,DONATED,Aecom,REGION,N,,6,5,41,N,N,9.35,N,N,25.7614996812578
82455,87108,ACTIVE,KIT 2W,602336,1.5m 450mm  PVC,TREATED,450,PVC,NO,,NONE,10/1/2011 12:00:00 AM,DONATED,Aecom,REGION,N,,0,5,41,N,N,9.35,N,N,1.47978924513799
82456,15540,ACTIVE,KIT 4,6754,72.2m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1987 12:00:00 AM,DONATED,,KITCHENER,N,,7,2,20,N,N,9.1,N,N,72.2263620285594
82458,87110,ACTIVE,KIT 4,1303,14.1m 150mm  PVCO,TREATED,150,PVCO,NO,,NONE,12/11/2013 12:00:00 AM,PURCHASED,COK,KITCHENER,N,,6,1,28,N,N,9.35,N,Y,14.0782397457335
82463,87114,ACTIVE,KIT 4,12661,.6m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1957 12:00:00 AM,DONATED,,KITCHENER,N,,7,2,0,N,N,7.75,N,N,0.599938663836798
82465,87118,ACTIVE,KIT 4,12661,11.1m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1957 12:00:00 AM,DONATED,,KITCHENER,N,,7,2,39,N,N,3.83,N,Y,11.0587234787877
82466,59960,ACTIVE,KIT 4,12661,92.1m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1957 12:00:00 AM,DONATED,,KITCHENER,N,,7,2,0,N,N,1.7,N,N,92.1192468912947
82467,41630,ACTIVE,KIT 4,11111,305.5m 100mm  CI,TREATED,100,CI,NO,,NONE,1/1/1916 12:00:00 AM,PURCHASED,,KITCHENER,N,,6,2,29,N,Y,3.85,N,Y,305.510667601541
82468,87120,ACTIVE,KIT 4,20727,12.3m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1966 12:00:00 AM,DONATED,,KITCHENER,N,,6,1,7,N,N,8.5,N,Y,12.3387228724464
82469,5830,ACTIVE,KIT 4,20727,208.1m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1966 12:00:00 AM,DONATED,,KITCHENER,N,,6,1,7,N,N,4.9,N,Y,208.132080229128
82470,87122,ACTIVE,KIT 4,21017,3m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1966 12:00:00 AM,DONATED,,KITCHENER,N,,6,1,7,N,N,4.58,N,Y,2.99068919241901
82471,87124,ACTIVE,KIT 2E,40241,12.4m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/1998 12:00:00 AM,DONATED,,KITCHENER,N,,6,5,25,N,N,9.35,N,N,12.3586105668984
82472,87126,ACTIVE,KIT 2E,40241,4.1m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/1998 12:00:00 AM,DONATED,,KITCHENER,N,,0,5,25,N,N,9.35,N,N,4.11570551381843
82473,87128,ACTIVE,KIT 2E,40241,29.5m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/1998 12:00:00 AM,DONATED,,KITCHENER,N,,6,5,25,N,N,9.35,N,N,29.5459495218008
82474,61170,ACTIVE,KIT 2E,40241,148.5m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/1998 12:00:00 AM,DONATED,,KITCHENER,N,,6,5,25,N,N,9.35,N,N,148.466080108787
82475,87130,ACTIVE,KIT 6,5484,.3m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/1/2002 12:00:00 AM,DONATED,,KITCHENER,N,,0,6,5,N,N,9.35,N,Y,0.30422097269603
82476,68150,ACTIVE,KIT 6,5463,105.9m 300mm  PVC,TREATED,300,PVC,NO,,NONE,3/20/2003 12:00:00 AM,DONATED,REGION,KITCHENER,N,,6,6,5,N,N,9.35,N,Y,105.874914699053
82477,87132,ACTIVE,KIT 6,5463,10.1m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/1/2002 12:00:00 AM,DONATED,,KITCHENER,N,,7,6,5,N,N,9.35,N,Y,10.1042548569188
82478,87134,ACTIVE,KIT 4,25515,1.3m 200mm  PVC,TREATED,200,PVC,NO,,NONE,6/1/1995 12:00:00 AM,DONATED,,KITCHENER,N,,0,4,17,N,N,9.35,N,Y,1.26940773604328
82479,60050,ACTIVE,KIT 4,40113,38m 200mm  PVC,TREATED,200,PVC,NO,,NONE,6/1/1995 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,17,N,N,9.35,N,Y,38.0323040903925
82480,87136,ACTIVE,KIT 4,40113,13.7m 200mm  PVC,TREATED,200,PVC,NO,,NONE,6/1/1995 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,17,N,N,9.35,N,Y,13.6537082203889
82481,87138,ACTIVE,KIT 4,9736,7.6m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1987 12:00:00 AM,DONATED,PARAGON,KITCHENER,N,,7,3,8,N,N,9.1,N,N,7.61028567223759
82482,87140,ACTIVE,KIT 4,9736,6m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1987 12:00:00 AM,DONATED,PARAGON,KITCHENER,N,,6,3,8,N,N,9.1,N,N,5.97167889318782
82483,27790,ACTIVE,KIT 4,9736,160.3m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1987 12:00:00 AM,DONATED,PARAGON,KITCHENER,N,,6,3,8,N,N,9.1,N,N,160.305826266202
82484,87142,ACTIVE,KIT 4,9736,160.2m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1987 12:00:00 AM,DONATED,PARAGON,KITCHENER,N,,6,3,8,N,N,9.1,N,N,160.162178132521
82485,17830,ACTIVE,KIT 4,23104,194.4m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1964 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,1,N,N,6.1,N,Y,194.366993886072
82486,87144,ACTIVE,KIT 4,23104,12.9m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1964 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,1,N,N,8.5,N,Y,12.8578752823598
82490,87150,ACTIVE,KIT 4,15143,1.1m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1988 12:00:00 AM,DONATED,,KITCHENER,N,,0,4,16,N,N,9.1,N,Y,1.10924161668695
82491,87152,ACTIVE,KIT 4,15143,6.9m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1988 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,16,N,N,9.1,N,Y,6.88473322092385
82492,4290,ACTIVE,KIT 4,15143,71.3m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1988 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,16,N,N,9.1,N,Y,71.3451191691232
82493,87154,ACTIVE,KIT 4,15143,18m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1988 12:00:00 AM,DONATED,,KITCHENER,N,,6,4,16,N,N,9.1,N,Y,18.0397324763091
82494,87156,ACTIVE,KIT 6,21053,9.7m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/1994 12:00:00 AM,DONATED,,KITCHENER,N,,7,6,35,N,N,9.35,N,Y,9.67260527416567
82495,87158,ACTIVE,KIT 6,21053,83.6m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/1994 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,35,N,N,9.35,N,Y,83.5504705279547
82496,55550,ACTIVE,KIT 6,21053,142.6m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/1994 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,35,N,N,9.35,N,Y,142.584552415211
82497,87160,ACTIVE,KIT 6,21043,21.4m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/1994 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,35,N,N,9.35,N,Y,21.3505135106405
82498,87162,ACTIVE,KIT 6,5502,8.4m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1980 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,3,N,N,8.5,N,Y,8.3815285300718
82499,43430,ACTIVE,KIT 6,5502,130.5m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1980 12:00:00 AM,DONATED,,KITCHENER,N,,6,6,3,N,N,8.5,N,Y,130.541528928604
82500,87164,ACTIVE,KIT 4,6832,5m 150mm  PVC,TREATED,150,PVC,NO,,NONE,7/29/2010 12:00:00 AM,PURCHASED,COK,KITCHENER,N,,6,2,17,N,N,9.35,N,Y,5.0481396818555
82501,76642,ACTIVE,KIT 4,6832,76.4m 150mm  PVC,TREATED,150,PVC,NO,,NONE,7/29/2010 12:00:00 AM,PURCHASED,COK,KITCHENER,N,,6,2,17,N,N,9.35,N,Y,76.4108205212071
82502,87166,ACTIVE,KIT 4,9843,11.7m 150mm  PVC,TREATED,150,PVC,NO,,NONE,7/25/2011 12:00:00 AM,PURCHASED,,KITCHENER,N,,5,2,14,N,N,9.35,N,Y,11.6659774406517
82503,77106,ACTIVE,KIT 4,9843,158.7m 150mm  PVC,TREATED,150,PVC,NO,,NONE,2/6/2012 12:00:00 AM,PURCHASED,,KITCHENER,N,,5,2,14,N,N,5.75,N,Y,158.695296564269
82504,87168,ACTIVE,KIT 4,1330,12.5m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1932 12:00:00 AM,DONATED,,KITCHENER,N,,5,1,29,N,N,7.75,N,Y,12.4921086527816
82505,1380,ACTIVE,KIT 4,1329,193.8m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1932 12:00:00 AM,DONATED,,KITCHENER,N,,5,1,29,N,N,7.75,N,Y,193.833911966067
