asset_id,asset_key,dataset,link,source,publisher,description,themes,used_by,datatype,size,variable_count,variables
ASSET-0057,MOP:butterfly-biodiversity-survey-2017,Butterfly biodiversity survey 2017,https://data.melbourne.vic.gov.au/explore/dataset/butterfly-biodiversity-survey-2017/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"The Our City's Little Gems study observed butterfly biodiversity and flower-butterfly interactions in the City of Melbourne between January - March 2017. The Our City's Little Gems project is a direct extension of The Little Things that Run the City project that assessed the insect biodiversity of green spaces in the City of Melbourne. The Little Things that Run the City project did not originally feature butterflies, so the Our City’s Little Gems project was created to solely look at butterfly-flower interactions in our city. Please use the detailed legend for all species, environmental and location information. All species records are butterflies. All records have coordinates.",Environment,,Geospatial,4056,42,site | sloc | walk | date | time | vegwalktime | vegspecies | vegfamily | lat | lon | temp | hum | win1 | win2 | win3 | win4 | win | per | sur | prap | vker | vite | blue | dpet | dple | pana | pdem | hesp | esmi | cato | gaca | belo | tabe | brow | csem | aand | jvil | paur | ogyr | gmac | datetime | location
ASSET-0004,MOP:cafes-and-restaurants-with-seating-capacity,"Café, restaurant, bistro seats",https://data.melbourne.vic.gov.au/explore/dataset/cafes-and-restaurants-with-seating-capacity/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"Data collected as part of the City of Melbourne's Census of Land Use and Employment (CLUE). The data covers the period 2002-2024. It show business establishments with their trading name, business address, industry (ANZSIC4) classification, number of dining seats (classified by indoor/outdoor), location and CLUE block and small area designation. For more information about CLUE see http://www.melbourne.vic.gov.au/clue",Business,UC00010 | UC00021,Geospatial,66356,15,census_year | block_id | property_id | base_property_id | building_address | clue_small_area | trading_name | business_address | industry_anzsic4_code | industry_anzsic4_description | seating_type | number_of_seats | longitude | latitude | location
ASSET-0058,MOP:cardboard-bales-collected-at-degraves-st-recycling-facility-2016,Cardboard bales collected at Degraves St Recycling Facility 2016,https://data.melbourne.vic.gov.au/explore/dataset/cardboard-bales-collected-at-degraves-st-recycling-facility-2016/,City of Melbourne Open Data,data.melbourne.vic.gov.au,This dataset records the number of bales (bundles) of cardboard collected each day at the Degraves Street Recycling Facility. Each bale weighs approximately 250 kilograms.,Environment,,Tabular,53,10,week_beginning_date | monday | tuesday | wednesday | thursday | friday | saturday | sunday | bales_collected | estimated_weight_of_cardboard_kg
ASSET-0059,MOP:childcare-centres,Childcare centres,https://data.melbourne.vic.gov.au/explore/dataset/childcare-centres/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Facilities that look after young children during the day. Information about the data fields can be found here: http://standards.opencouncildata.org/#/childcare_centres.,Business,,Geospatial,36,43,propertyid | parentid | propertyname | tradingname | entrancetype | propertyaddress | parentaddress | grandparentaddress | display1 | display2 | isbase | isbuilding | isoccupancy | isstreet | island | iscommon | status | landusedescription | allowtitle | allowoccupancy | oldward | propertytypeid | propertytype | subpropseq | area | ratetype | ratetypetext | propertydescription | street | suburb | clueregion | cluearea | parkingpermitarea | electricalretailer | gasretailer | waterretailer | easting | northing | latitude | longitude | json_geometry | coordinates | valuationyear
ASSET-0060,MOP:city-circle-tram-route,City Circle tram route,https://data.melbourne.vic.gov.au/explore/dataset/city-circle-tram-route/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"The City Circle tram service operates within Melbourne's central business district. The service operates in a circular route passing major tourist attractions, as well as linking with other tram, train and bus routes in and around Melbourne. This maps shows the location of the stops on the route.",Transport,,Geospatial,1,9,geo_point_2d | geo_shape | name | xorg | mccid_str | xsource | xdate | mccid_int | route_no
ASSET-0061,MOP:city-circle-tram-stops,City Circle tram stops,https://data.melbourne.vic.gov.au/explore/dataset/city-circle-tram-stops/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"The City Circle tram service operates within Melbourne's central business district. The service operates in a circular route passing major tourist attractions, as well as linking with other tram, train and bus routes in and around Melbourne. This maps shows the location of the stops on the route.",Transport,UC00157,Geospatial,28,9,geo_point_2d | geo_shape | name | xorg | stop_no | mccid_str | xsource | xdate | mccid_int
ASSET-0062,MOP:city-of-melbourne-3d-point-cloud-2018,City of Melbourne 3D Point Cloud 2018,https://data.melbourne.vic.gov.au/explore/dataset/city-of-melbourne-3d-point-cloud-2018/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"3D point cloud representing all physical features (e.g. buildings, trees and terrain) across City of Melbourne. The data has been encoded into a .las file format containing geospatial coordinates and RGB values for each point. The download is a zip file containing compressed .las files for tiles across the city area. The geospatial data has been captured in Map Grid of Australia (MGA) Zone 55 projection and is reflected in the xyz coordinates within each .las file. Also included are RGB (Red, Green, Blue) attributes to indicate the colour of each point. Capture Information - Capture Date: May 2018 - Capture Pixel Size: 7.5cm ground sample distance - Map Projection: MGA Zone 55 (MGA55) - Vertical Datum: Australian Height Datum (AHD) - Spatial Accuracy (XYZ): Supplied survey control used for control (Madigan Surveying) – 25 cm absolute accuracy Limitations: Whilst every effort is made to provide the data as accurate as possible, the content may not be free from errors, omissions or defects. Sample Data: For an interactive sample of the data please see the link below. https://cityofmelbourne.maps.arcgis.com/apps/webappviewer3d/index.html?id=b3dc1147ceda46ffb8229117a2dac56d Preview: Do",City Council,,Tabular,0,Not stated,Not stated
ASSET-0063,MOP:city-of-melbourne-3d-textured-mesh-photomesh-2018,City of Melbourne 3D Textured Mesh (Photomesh) 2018,https://data.melbourne.vic.gov.au/explore/dataset/city-of-melbourne-3d-textured-mesh-photomesh-2018/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"3D textured mesh (photomesh) representing all physical features (e.g. buildings, trees and terrain) across City of Melbourne. The 3D textured mesh is provided in object file format (.obj) and is accompanied by material (.mtl) and image texture (.jpg) files. The data has been split into a series of tiles covering the entire municipality. An index file (Tile_Index.kml) is included to indicate the geo-spatial location of each tile. To position the mesh in its real world location, use the origin coordinates found in the metadata file (metadata.xml). The 3D textured mesh is provided in different levels of detail, as indicated in the file name of the .obj filename. The levels of detail vary from L13 (lowest level of detail) to L20 (highest level of detail). Capture Information - Capture Date: May 2018 - Capture Pixel Size: 7.5cm ground sample distance - Map Projection: MGA Zone 55 (MGA55) - Vertical Datum: Australian Height Datum (AHD) - Spatial Accuracy (XYZ): Supplied survey control used for control (Madigan Surveying) Contents The download is a zip file containing compressed: - Object files (.obj) - Material files (.mtl) - Image textures (.jpg) - Metadata (.xml) - Tile index (.kml) Pr",Property,,Tabular,0,Not stated,Not stated
ASSET-0064,MOP:city-of-melbourne-3d-textured-mesh-photomesh-2020,City of Melbourne 3D Textured Mesh (Photomesh) 2020,https://data.melbourne.vic.gov.au/explore/dataset/city-of-melbourne-3d-textured-mesh-photomesh-2020/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"3D textured mesh (photomesh) representing all physical features (e.g. buildings, trees and terrain) across City of Melbourne. The 3D textured mesh is provided in both ESRI scene layer package (SLPK) format and object file format (.obj) accompanied by material (.mtl) and image texture (.jpg) files. The data has been split into a series of tiles covering the entire municipality. To find the geo-spatial location of each tile, please follow the links below under 'Preview Data' Capture Information - Capture Date: May 2020 - Capture Pixel Size: 2cm ground sample distance - Map Projection: MGA Zone 55 (MGA55) - Vertical Datum: Australian Height Datum (AHD) - Spatial Accuracy (XYZ):Estimated accuracies 0.05m (X), 0.6m (Y), 0.04m (Z). Preview Data and Download Data: For an interactive sample of the data please see the link below (WebGL browser required - Google Chrome recommended). ESRI Scene Layer Package (SLPK) Format: Photomesh 2020 - SLPK (arcgis.com) Wavefront OBJ Format: Photomesh 2020 - OBJ (arcgis.com) Click on a region of interest within the sample and a ‘Download_URL’ link will display in the pop-up. Usage: Through the download an use of this data you agree to the licensing and di",Property,,Tabular,0,Not stated,Not stated
ASSET-0065,MOP:city-of-melbourne-dwellings-and-household-forecasts-by-small-area-2020-2040,City of Melbourne Dwellings and Household Forecasts by Small Area 2023-2043,https://data.melbourne.vic.gov.au/explore/dataset/city-of-melbourne-dwellings-and-household-forecasts-by-small-area-2020-2040/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This dataset provides dwellings and households forecasts by single year for 2023 to 2043. Prepared by SGS Economics and Planning (Feb-Sep 2024), forecasts are available for the municipality and small areas, as well as by household size and composition. Further information can be found on our City Forecasts page. Related datasets are also available on Open Data.",People,,Tabular,2646,5,geography | year | category | households | value
ASSET-0066,MOP:city-of-melbourne-floor-space-forecasts-by-small-area-2020-2040,City of Melbourne Floor Space Forecasts by Small Area 2023-2043,https://data.melbourne.vic.gov.au/explore/dataset/city-of-melbourne-floor-space-forecasts-by-small-area-2020-2040/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This dataset provides floor space demand (sqm) forecasts by single year for 2023 to 2043. Prepared by SGS Economics and Planning (Feb-Sep 2024), forecasts are available for the municipality and small areas, as well as by industry and the type of space use. Further information can be found on our City Forecasts page. Related datasets are also available on Open Data.",People,,Tabular,9345,5,geography | year | category | industry_space_use | value
ASSET-0067,MOP:city-of-melbourne-jobs-forecasts-by-small-area-2020-2040,City of Melbourne Jobs Forecasts by Small Area 2023-2043,https://data.melbourne.vic.gov.au/explore/dataset/city-of-melbourne-jobs-forecasts-by-small-area-2020-2040/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This dataset provides jobs forecasts by single year for 2023 to 2043. Prepared by SGS Economics and Planning (Feb-Sep 2024), forecasts are available for the municipality and small areas, as well as by industry and space use type. Further information can be found on our City Forecasts page. Related datasets are also available on Open Data.",People,,Tabular,8505,5,geography | year | category | industry_space_use | value
ASSET-0068,MOP:city-of-melbourne-liveability-and-social-indicators,City of Melbourne Liveability and Social Indicators,https://data.melbourne.vic.gov.au/explore/dataset/city-of-melbourne-liveability-and-social-indicators/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"Indicators help us to assess our municipality's performance, measure progress and compare with other cities. The results also help us monitor our Council Plan and guide policy, planning and management to ensure that Melbourne continues to be a liveable, bold, inspirational and sustainable city. A visual representation of the indicators presented here can be found in our online visualisation. The indicators are from a select list we collect for the following two main activities: 1. The City of Melbourne Social Indicator Survey (CoMSIS) provides insight into the health, wellbeing, participation and connection of residents in our city. This data is collected to directly address some of the Council Plan’s municipal outcome indicators and support our health and wellbeing priorities. Findings of the survey give insight into the perceived quality of life for our residents. 2. The World Council on City Data (WCCD) is a network of cities committed to improving services and quality of life with open city data and standardised urban indicators. The WCCD developed and oversees an international standard for city data: ISO 37120 Sustainable Development of Communities: Indicators for City Service",People,,Tabular,319,10,type | topic | id | indicator | period | numerator | denominator | value | value_type | sources
ASSET-0069,MOP:city-of-melbourne-municipal-greenhouse-gas-emissions-2013-2020,City of Melbourne Municipal Greenhouse Gas Emissions 2013-2020,https://data.melbourne.vic.gov.au/explore/dataset/city-of-melbourne-municipal-greenhouse-gas-emissions-2013-2020/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This dataset contains the Greenhouse Gas Emissions (GHG) from activities taking place within the geographic boundary of the City of Melbourne Local Government Area. The City of Melbourne uses the Global Protocol for communities (GPC) method to measure and report municipal greenhouse emissions. Emissions are reported annually through the Carbon Disclosure Project (CDP) platform, which is a requirement of Global Covenant of Mayors and C40 membership. Emission sources are broken down across the sectors: Stationary energy, Transportation and Waste. They are categorized by their ""scope"" which distinguishes between emissions that physically occur within the city (scope 1), from those that occur from the use of electricity and supplied by grids potentially crossing city boundaries (scope 2), from those that occur outside the city but are driven by activities taking place within the city’s boundaries (scope 3). All GHG emissions are presented in units of metric tonnes CO2 equivalent (tCO2e). In cases where there are limitations on data availability notation keys have been used. NO indicates that an activity or process does not occur or exist within the city. IE signifies GHG emissions for ",Environment,,Tabular,8,60,year | population | area_km2 | gdp_m | residential_buildings_scope_1 | residential_buildings_scope_2 | residential_buildings_scope_3 | commercial_and_institutional_buildings_and_facilities_scope_1 | commercial_and_institutional_buildings_and_facilities_scope_2 | commercial_and_institutional_buildings_and_facilities_scope_3 | manufacturing_industries_and_construction_scope_1 | manufacturing_industries_and_construction_scope_2 | manufacturing_industries_and_construction_scope_3 | energy_industries_scope_1 | energy_industries_scope_2 | energy_industries_scope_3 | energy_generation_supplied_to_the_grid_scope_1 | agriculture_forestry_and_fishing_activities_scope_1 | agriculture_forestry_and_fishing_activities_scope_2 | agriculture_forestry_and_fishing_activities_scope_3 | non_specified_sources_scope_1 | non_specified_sources_scope_2 | non_specified_sources_scope_3 | fugitive_emissions_from_mining_processing_storage_and_transportation_of_coal_scope_1 | fugitive_emissions_from_oil_and_natural_gas_systems_scope_1 | on_road_transportation_scope_1 | on_road_transportation_scope_2 | on_road_transportation_scope_3 | railways_scope_1 | railways_scope_2 | railways_scope_3 | waterborne_navigation_scope_1 | waterborne_navigation_scope_2 | waterborne_navigation_scope_3 | aviation_scope_1 | aviation_scope_2 | aviation_scope_3 | off_road_transportation_scope_1 | off_road_transportation_scope_2 | off_road_transportation_scope_3 | solid_waste_generated_in_the_city_scope_1 | solid_waste_generated_in_the_city_scope_2 | solid_waste_generated_in_the_city_scope_3 | biological_waste_generated_in_the_city_scope_1 | biological_waste_generated_in_the_city_scope_2 | biological_waste_generated_in_the_city_scope_3 | incinerated_and_burned_waste_generated_in_the_city_scope_1 | incinerated_and_burned_waste_generated_in_the_city_scope_2 | incinerated_and_burned_waste_generated_in_the_city_scope_3 | wastewater_generated_in_the_city_scope_1 | wastewater_generated_in_the_city_scope_2 | wastewater_generated_in_the_city_scope_3 | emissions_from_industrial_processes_occurring_in_the_city_boundary_scope_1 | emissions_from_product_use_occurring_within_the_city_boundary_scope_2 | emissions_from_livestock_scope_3 | emissions_from_land_scope_1 | emissions_from_aggregate_sources_and_non_co2_emission_sources_on_land_scope_2 | other_scope_3_scope_3 | mrep1_and_mrep2_power_purchase_agreement_city_of_melbourne_scope_2 | yarra_trams_power_purchase_agreement_victorian_state_government_scope_2
ASSET-0005,MOP:city-of-melbourne-population-forecasts-by-small-area-2020-2040,City of Melbourne Population Forecasts by Small Area 2023-2043,https://data.melbourne.vic.gov.au/explore/dataset/city-of-melbourne-population-forecasts-by-small-area-2020-2040/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This dataset provides population forecasts by single year for 2023 to 2043. Prepared by SGS Economics and Planning (Feb-Sep 2024), forecasts are available for the municipality and small areas, as well as by gender and 5 year age groups. Further information can be found on our City Forecasts page. Related datasets are also available on Open Data.",People,,Tabular,10584,5,geography | year | gender | age | value
ASSET-0070,MOP:commingled-recycling-collected-at-centre-place-2016,Commingled recycling collected at Centre Place 2016,https://data.melbourne.vic.gov.au/explore/dataset/commingled-recycling-collected-at-centre-place-2016/,City of Melbourne Open Data,data.melbourne.vic.gov.au,The Centre Place hub is one of several sites where commingled recycling is collected to be processed by the City of Melbourne's Degraves Street Recycling Facility. This dataset contains the amount of commingled recyclables collected each day of 2016.,Environment,,Tabular,366,6,date | total_1100_litre_bins_filled | time_bin_1_spot_weight_checked | time_bin_2_spot_weight_checked | time_bin_3_spot_weight_checked | daily_estimated_net_weight_kg
ASSET-0071,MOP:commingled-recycling-collected-at-degraves-st-hub-2016,Commingled recycling collected at Degraves St Hub 2016,https://data.melbourne.vic.gov.au/explore/dataset/commingled-recycling-collected-at-degraves-st-hub-2016/,City of Melbourne Open Data,data.melbourne.vic.gov.au,The Degraves St Hub is one of several sites where commingled recycling is collected to be processed by the City of Melbourne's Degraves Street Recycling Facility. This dataset contains the amount of commingled recyclables collected each day of 2016.,Environment,,Tabular,366,12,day | date | number_of_1100_litre_bins_filled | time_bin_1_spot_check_weight_recorded | time_bin_2_spot_check_weight_recorded | time_bin_3_spot_check_weight_recorded | time_bin_4_spot_check_weight_recorded | time_bin_5_spot_check_weight_recorded | daily_estimated_net_weight_kg | column_9 | column_10 | column_11
ASSET-0072,MOP:coworking-spaces,Coworking Spaces,https://data.melbourne.vic.gov.au/explore/dataset/coworking-spaces/,City of Melbourne Open Data,data.melbourne.vic.gov.au,The coworking spaces listed are currently only located within the City of Melbourne municipal boundary. The list is not exhaustive. There may be other coworking spaces within the City of Melbourne municipality.,Business,,Geospatial,64,6,organisation | address | website | latitude | longitude | geopoint
ASSET-0073,MOP:customer-service-requests-with-digital-channel-information,Customer Service Requests (with digital channel information),https://data.melbourne.vic.gov.au/explore/dataset/customer-service-requests-with-digital-channel-information/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This dataset contains service requests received from external customers. This data is collected through the council's Salesforce system. It contains information about the service type, status, and dates for received and closed. This dataset only contains a subset of the received requests as it is extracted from one of several customer requests systems.",City Council,,Tabular,42221,6,service_type | date_opened | date_closed | status | case_origin | suburb
ASSET-0074,MOP:customer-service-requests-with-resolution-time,"Customer service requests, with resolution time",https://data.melbourne.vic.gov.au/explore/dataset/customer-service-requests-with-resolution-time/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"Requests for service logged by members of the public relating to waste, graffiti, parking, roads and traffic, parks and trees and assets in a public space. REQUEST_STATUS - The current status of the request. This can be a combination of: CLOSED (completed/resolved), WIP (work in progress), REASSIGNED (This request has been moved to another work unit), NEW (This request has been logged and will be allocated to the appropriate officer), ACTIONED (The work has been assigned to a unit). DATE_RECEIVED - The date that the customer service request was received. DATE_COMPLETED - The date that the request was finalized/resolved. SUBURB - The suburb of the request (confidential requests have been removed). Some suburb values will be blank because they do not have a location assigned. CATEGORY - The high level category of the request. SERVICE_DESC - A more detailed description of the request. DAYS_TO_COMPLETE - Indicates numbers of days between DATE_RECEIVED and DATE_COMPLETED. This does not include time taken when referring to other authorities or waiting for more information from the customer.",City Council,,Tabular,46479,7,request_status | date_received | date_completed | suburb | category | service_desc | days_to_complete
ASSET-0075,MOP:development-activity-model-footprints,Development Activity Model Footprints,https://data.melbourne.vic.gov.au/explore/dataset/development-activity-model-footprints/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This dataset contains spatial information about development activity located within the City of Melbourne municipal area. Developments may have one of four statuses. Applied, Approved and Under Construction, and Complete. Site content is derived from a range of sources at various times and as such the content may not be free from errors, omissions or defects. Inconsistencies may occur in some data sets. The City of Melbourne uses its best endeavours to ensure that the information is reliable. The development polygons are representational only and are not intended for analytical or comparative purposes. The polygons are simplified polygons of an indicative floor plate for the podium (if relevant) and tower. The height data is an approximation of the height of the building and does not show the architectural features of the buildings. Further information is provided in the attached pdf document below. This is provided to help users understand the currency and reliability of the site content which often involves complex processes to derive the information. The aim is to provide users with facts about the source of the content and when it was collected. Users can then make an informed ",Property,,Geospatial,1274,14,dev_key | status | permit_num | bldhgt_ahd | base_ahd | address | num_floors | land_use_1 | land_use_2 | land_use_3 | shape_type | datadate | json_geometry | geo_point_2d
ASSET-0076,MOP:development-activity-model-sketchup-massing,Development Activity Model Sketchup Massing,https://data.melbourne.vic.gov.au/explore/dataset/development-activity-model-sketchup-massing/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This dataset contains a basic Sketchup format representation of the City of Melbourne’s Development Activity Model ( https://www.developmentactivity.melbourne.vic.gov.au/ ). The Development Activity Model displays development activity located within the City of Melbourne municipal area. Developments may have one of four statuses. Applied, Approved and Under Construction, and Complete. Site content is derived from a range of sources at various times and as such the content may not be free from errors, omissions or defects. Inconsistencies may occur in some data sets. The City of Melbourne uses its best endeavours to ensure that the information is reliable. The massings in the Sketchup model are representational only, sit on a two dimensional planar surface and are not intended for analytical or comparative purposes. The massings are derived by extruding simplified polygons of an indicative floor plate for the podium (if relevant) and tower. The height data is an approximation of the height of the building and does not show the architectural features of the buildings. Users can then make an informed decision as to whether the site content is appropriate for their particular purpose a",Property,,Tabular,0,Not stated,Not stated
ASSET-0077,MOP:development-activity-monitor,Development Activity Monitor,https://data.melbourne.vic.gov.au/explore/dataset/development-activity-monitor/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"The project monitors major new commercial and residential property development in the City of Melbourne municipality. The outputs can inform short to medium-term supply forecasts in the commercial and residential markets. This data provides our current understanding of major development sites that are recently completed, under construction, planned or mooted in all of 13 small areas of the city. For full details about this dataset and the meaning of each field, see the attached document .",Property,,Geospatial,1444,42,data_format | development_key | status | year_completed | clue_small_area | clue_block | street_address | property_id | property_id_2 | property_id_3 | property_id_4 | property_id_5 | floors_above | resi_dwellings | studio_dwe | one_bdrm_dwe | two_bdrm_dwe | three_bdrm_dwe | student_apartments | student_beds | student_accommodation_units | institutional_accom_beds | hotel_rooms | serviced_apartments | hotels_serviced_apartments | hostel_beds | childcare_places | office_flr | retail_flr | industrial_flr | storage_flr | education_flr | hospital_flr | recreation_flr | publicdispaly_flr | community_flr | car_spaces | bike_spaces | town_planning_application | longitude | latitude | geopoint
ASSET-0078,MOP:digital-surface-model,Digital Surface Model,https://data.melbourne.vic.gov.au/explore/dataset/digital-surface-model/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"A terrain surface dataset that represents the height value of all natural and built features of the surface of the city. Each pixel within the image contains an elevation value in accordance with the Australian Height Datum (AHD). The data has been captured in May 2018 as GeoTiff files, and covers the entire municipality. A KML tile index file can be found in the attachments to indicate the location of each tile, along with a sample image. Capture Information: Capture Pixel Resolution: 0.1 metres Limitations: Whilst every effort is made to provide the data as accurate as possible, the content may not be free from errors, omissions or defects. Preview: Download: A zip file containing all relevant files representing the Digital Surface Model Download Digital Surface Model data (12.0GB)",Environment,,Tabular,0,Not stated,Not stated
ASSET-0079,MOP:drainpipes,Drainpipes,https://data.melbourne.vic.gov.au/explore/dataset/drainpipes/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Drainage pipe data showing the underground network of drainage infrastructure. Developed using the open council data standard (0.2) http://standards.opencouncildata.org/#/drainpipes,City Council,UC00041,Geospatial,17242,17,geo_point_2d | geo_shape | built | dnstr_pit | upstr_inv | upstr_pit | ref | width_mm | condition | carrying | operator | diameter | material | height_mm | form | mat_desc | dnstr_inv
ASSET-0080,MOP:drinking-fountains,Drinking fountains,https://data.melbourne.vic.gov.au/explore/dataset/drinking-fountains/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This dataset holds the description, type and geographical location of all drinking fountains in the City of Melbourne",City Council,,Geospatial,338,25,assetid | class | type | subtype | company | contract | assetmanager | primaryservicemanager | description | ownership | conditionrating | evaluationdate | installationdate | modelno | modeldescription | colourscheme | locationdescription | propertyname | roadsegmentdescription | easting | northing | latitude | longitude | json_geometry | geo_point_2d
ASSET-0084,MOP:environmental-resources-consumed-including-air-travel-chemicals-electricity-fuel,"Environmental resources consumed, including air travel, chemicals, electricity, fuel, gas, water, and waste generated 2013-14",https://data.melbourne.vic.gov.au/explore/dataset/environmental-resources-consumed-including-air-travel-chemicals-electricity-fuel/,City of Melbourne Open Data,data.melbourne.vic.gov.au,The Environmental data includes energy consumed and generated as well as greenhouse gas emissions from Council's assets and a portion of its supply chain.,Environment,,Tabular,9474,12,branch | asset_name | resource_category | resource_type | amount | unit | total_greenhouse_gases_t_co2_e | billing_start_date | billing_end_date | com_or_supply_chain | peak_amount | off_peak_amount
ASSET-0085,MOP:estimated-greenhouse-gas-emissions-generated-by-degraves-st-recycling-facility-2,Estimated greenhouse gas emissions generated by Degraves St Recycling Facility 2016,https://data.melbourne.vic.gov.au/explore/dataset/estimated-greenhouse-gas-emissions-generated-by-degraves-st-recycling-facility-2/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"These are estimated greenhouse gas emissions produced at the City of Melbourne's Degraves Street Recycling Facility, based on calculations on the amount of waste processed. No direct CO2 measurements are taken.",Environment,,Tabular,364,14,week_day | date_in | weight_in_kg | weight_out_kg | est_co2_e_produced_if_landfill_ton | est_energy_use_kwh | est_co2_e_produced_by_dehydrator_ton | reduction_co2_e_ton | reduction | cumulative_co2_e_produced_ton | cumulative_co2_e_reduction_ton | black_ballon_produced_per_cycle | cumulative_co2_e_produced_black_balloons | cumulative_co2_e_reduction_black_balloons
ASSET-0086,MOP:event-permits-2014-2018-including-film-shoots-photo-shoots-weddings-christmas-pa,"Event permits 2014-2018 including film shoots, photo shoots, weddings, Christmas parties, promotions, fun runs and public events.",https://data.melbourne.vic.gov.au/explore/dataset/event-permits-2014-2018-including-film-shoots-photo-shoots-weddings-christmas-pa/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This dataset contains all permits types issued from the event booking system which consists of Weddings, Promotions, Filming and Event permits. The data can be used to determine the types of events taking place at various locations throughout the city, as well as assess the level of disruption caused by events that take place on roads.",Events,,Tabular,2827,6,title | event_start | event_end | category_1 | category_2 | location
ASSET-0087,MOP:families-with-children-profile-2016-aged-0-12-years,Families with Children Profile 2016 (aged 0-12 years),https://data.melbourne.vic.gov.au/explore/dataset/families-with-children-profile-2016-aged-0-12-years/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"Contains demographic profile information from the Australian Bureau of Statistics (ABS) 2016 Census of Population and Housing. Data has been aggregated by families with children aged 0-12 years (as well as 0-5 years, 6-8 years and 9-12 years). This data has been derived from the ABS Census TableBuilder online data tool ( http://www.abs.gov.au/websitedbs/D3310114.nsf/Home/2016%20TableBuilder ) by Australian Bureau of Statistics, used under CC 4.0 .",People,,Tabular,671,6,profile | census_year | category | sub_category | sub_order | value
ASSET-0006,MOP:feature-lighting-including-light-type-wattage-and-location,"Feature Lighting (including light type, wattage and location)",https://data.melbourne.vic.gov.au/explore/dataset/feature-lighting-including-light-type-wattage-and-location/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This dataset contains information such as location, lighting type and wattage of feature lighting across City of Melbourne. Feature lights are usually found around high profile areas of the city.",City Council,UC00157,Geospatial,5836,20,assetid | description | class | type | company | contract | assetmanager | primaryservicemanager | ownership | conditionrating | evaluationdate | locationdescription | propertyname | roadsegmentdescription | featuredescription | lightmounting | lamptype | lamprating | json_geometry | geo_point_2d
ASSET-0088,MOP:fees-and-charges-2014-15,Fees and charges 2014-15,https://data.melbourne.vic.gov.au/explore/dataset/fees-and-charges-2014-15/,City of Melbourne Open Data,data.melbourne.vic.gov.au,"This is a list of all Fees and charges administered by the City of Melbourne. Where there is a change to or from $0 this reflects; a new facilities coming online or a new service offered, changes to the pricing structure as determined by the state government or a review of the existing pricing structure. Some fees and charges including GST status are subject to change following a review of Division 81 GST legislation.",City Council,,Tabular,1854,5,financial_year | branch | name_of_product_or_service | unit_of_measure | price_per_unit_including_gst
ASSET-0089,MOP:fire-hydrants,Fire Hydrants,https://data.melbourne.vic.gov.au/explore/dataset/fire-hydrants/,City of Melbourne Open Data,data.melbourne.vic.gov.au,This dataset contains all the fire hydrants that are maintained by the City of Melbourne,City Council,,Geospatial,4006,15,assetid | description | class | company | ownership | evaluationdate | installationdate | firehydranttype | firehydrantmaintainer | locationdescription | roadsegmentdescription | easting | northing | json_geometry | geo_point_2d
