Census year,Block ID,CLUE small area,Accommodation and Food Services,Administrative and Support Services,"Agriculture, Forestry and Fishing",Arts and Recreation Services,Construction,Education and Training,"Electricity, Gas, Water and Waste Services",Financial and Insurance Services,Health Care and Social Assistance,Information Media and Telecommunications,Manufacturing,Mining,Other Services,"Professional, Scientific and Technical Services",Public Administration and Safety,"Rental, Hiring and Real Estate Services",Retail Trade,"Transport, Postal and Warehousing",Wholesale Trade,Total establishments in block
2022,1,Melbourne (CBD),6,2,0,1,0,0,1,2,0,0,0,0,3,3,0,1,2,1,0,22
2022,4,Melbourne (CBD),11,0,0,5,0,1,0,0,1,0,0,0,2,0,0,0,6,5,0,31
2022,6,Melbourne (CBD),13,0,0,6,0,0,0,0,0,2,0,0,2,0,0,1,3,0,0,27
2022,16,Melbourne (CBD),18,1,0,3,3,1,0,6,1,0,0,0,4,6,0,2,8,0,0,53
2022,23,Melbourne (CBD),14,2,0,1,0,3,0,9,3,1,0,1,7,31,2,4,5,0,0,83
2022,25,Melbourne (CBD),23,4,0,3,3,23,0,6,11,3,13,0,32,14,0,5,46,2,25,213
2022,27,Melbourne (CBD),12,3,0,2,7,1,2,38,4,0,0,2,7,34,1,4,21,0,1,139
2022,28,Melbourne (CBD),25,4,0,0,1,0,1,19,24,1,1,0,11,25,12,3,20,2,1,150
2022,36,Melbourne (CBD),11,3,1,2,0,0,1,3,6,2,3,0,10,6,4,0,13,0,0,65
2022,38,Melbourne (CBD),19,3,0,0,1,4,0,27,55,1,4,0,15,26,1,7,9,1,3,176
2022,44,Melbourne (CBD),22,11,0,0,3,2,1,16,5,0,2,0,11,27,1,4,12,0,1,118
2022,45,Melbourne (CBD),14,1,0,3,0,3,0,2,2,2,1,0,8,1,1,3,56,0,3,100
2022,46,Melbourne (CBD),26,1,0,2,1,2,1,1,4,3,0,0,16,7,5,1,28,0,0,98
2022,54,Melbourne (CBD),28,7,0,6,1,18,0,4,6,1,2,0,19,28,1,3,24,1,0,149
2022,71,Melbourne (CBD),9,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,14
2022,73,Melbourne (CBD),2,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,0,14
2022,74,Melbourne (CBD),37,4,0,2,2,8,0,4,2,1,1,0,12,48,0,4,9,1,1,136
2022,77,Melbourne (CBD),16,2,0,0,3,9,0,8,3,0,0,1,9,10,3,1,2,0,0,67
2022,78,Melbourne (CBD),16,1,0,0,0,0,0,5,3,1,1,0,3,1,14,3,3,0,0,51
2022,84,Melbourne (CBD),14,0,0,1,2,2,1,2,0,0,0,0,6,9,0,3,7,0,0,47
2022,86,Melbourne (CBD),2,0,0,1,0,0,0,0,0,1,0,0,7,0,0,0,1,0,0,12
2022,87,Melbourne (CBD),15,1,0,0,3,5,2,1,0,0,1,0,2,1,1,1,0,0,1,34
2022,95,Melbourne (CBD),28,1,0,1,0,5,0,2,4,0,0,0,7,5,0,4,5,0,0,62
2022,96,Melbourne (CBD),11,0,0,3,0,23,0,0,1,3,0,0,1,0,0,0,0,0,0,42
2022,101,West Melbourne (Residential),0,0,0,1,2,2,1,0,1,0,1,0,5,0,0,0,0,0,0,13
2022,104,Melbourne (CBD),25,0,0,0,0,1,2,0,0,0,0,0,5,2,0,4,2,1,0,42
2022,105,Melbourne (CBD),12,1,0,1,1,4,0,0,0,0,0,0,0,1,0,2,4,1,0,27
2022,107,Melbourne (CBD),2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
2022,111,West Melbourne (Residential),1,1,0,2,0,0,0,2,0,0,1,0,1,5,1,2,2,0,0,18
2022,113,Melbourne (CBD),16,1,0,0,0,0,1,0,1,0,3,0,5,1,0,1,109,14,1,153
2022,114,Melbourne (CBD),11,0,0,1,1,0,0,0,0,0,1,0,4,0,1,0,7,0,0,26
2022,203,Carlton,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7
2022,205,Carlton,6,0,0,0,0,3,0,0,5,1,0,0,0,0,0,0,1,0,0,16
2022,206,Carlton,11,0,0,1,0,1,0,3,0,1,0,0,6,2,0,1,9,0,2,37
2022,209,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2022,214,Carlton,3,0,0,0,0,0,0,0,1,0,2,0,2,5,0,0,2,0,2,17
2022,215,Carlton,6,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,13
2022,217,Carlton,12,0,0,3,1,0,0,0,3,1,1,0,5,2,0,0,18,0,0,46
2022,218,Carlton,18,4,0,2,2,2,0,3,7,0,2,0,11,12,0,1,9,0,0,73
2022,221,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,222,Carlton,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
2022,224,Carlton,1,0,0,0,0,0,0,0,3,0,5,0,4,2,0,2,2,0,0,19
2022,225,Carlton,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9
2022,227,Carlton,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2022,229,Carlton,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2022,230,Carlton,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,7
2022,237,Carlton,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2022,249,Carlton,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2022,251,Carlton,1,0,0,0,0,0,0,3,5,0,0,0,3,1,1,0,0,0,1,15
2022,253,Carlton,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,258,Carlton,4,0,0,0,0,1,0,0,1,1,1,0,0,2,0,0,0,0,0,10
2022,259,Carlton,3,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,8
2022,262,Carlton,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,5
2022,264,Carlton,6,0,0,1,0,1,0,0,1,0,1,0,1,3,0,0,4,0,1,19
2022,267,Carlton,4,0,0,1,0,0,0,1,3,1,1,0,16,4,0,0,2,1,0,34
2022,268,Carlton,2,1,0,1,0,0,0,1,1,0,0,0,1,4,0,0,0,0,0,11
2022,270,Parkville,15,0,0,7,0,48,0,1,0,0,0,0,1,0,0,0,1,1,0,74
2022,273,Carlton,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,4
2022,274,Carlton,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
2022,303,North Melbourne,1,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,6
2022,313,North Melbourne,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,5
2022,315,North Melbourne,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8
2022,316,North Melbourne,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,323,North Melbourne,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,7
2022,334,North Melbourne,2,0,0,0,0,0,0,1,0,0,1,0,1,4,0,1,0,0,0,10
2022,335,North Melbourne,2,2,0,0,1,1,0,3,2,0,1,0,2,11,0,0,1,0,2,28
2022,336,North Melbourne,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,5
2022,339,North Melbourne,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
2022,342,North Melbourne,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
2022,347,North Melbourne,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2022,353,North Melbourne,4,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,0,12
2022,356,North Melbourne,3,2,0,0,0,0,0,0,1,1,1,0,5,4,0,0,2,0,0,19
2022,358,North Melbourne,3,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,5,1,0,13
2022,359,North Melbourne,1,2,0,0,0,1,1,0,3,0,0,0,1,7,1,0,2,0,0,19
2022,363,North Melbourne,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5
2022,364,North Melbourne,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,8
2022,366,North Melbourne,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2022,369,North Melbourne,3,0,0,1,0,0,0,0,2,0,1,0,2,2,0,1,1,0,0,13
2022,370,North Melbourne,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,5
2022,372,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,375,North Melbourne,1,0,0,0,1,1,0,0,2,0,0,0,4,3,1,0,0,0,0,13
2022,376,North Melbourne,5,0,0,16,0,0,1,0,6,1,0,0,3,4,2,0,3,0,0,41
2022,403,West Melbourne (Residential),0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,6
2022,412,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,416,West Melbourne (Residential),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,421,West Melbourne (Residential),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,426,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,1,1,0,10
2022,429,West Melbourne (Residential),0,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,7
2022,431,West Melbourne (Residential),2,0,0,1,0,1,1,0,1,0,0,0,1,2,0,1,2,0,1,13
2022,432,West Melbourne (Residential),2,0,0,1,0,2,0,0,0,1,0,0,1,2,0,0,0,0,0,9
2022,435,West Melbourne (Residential),11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,19
2022,440,West Melbourne (Residential),3,0,0,0,1,2,0,0,0,0,2,0,1,6,0,2,0,0,0,17
2022,443,West Melbourne (Residential),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2022,444,West Melbourne (Residential),0,1,0,0,0,2,0,0,1,0,0,0,1,2,1,0,1,0,2,11
2022,445,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2022,501,West Melbourne (Industrial),0,0,0,2,2,0,0,0,0,0,2,0,0,2,1,0,1,0,4,14
2022,504,Kensington,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,8
2022,505,Kensington,7,0,0,0,1,0,0,0,0,1,2,0,3,1,0,0,1,0,0,16
2022,508,Kensington,1,0,0,0,1,0,0,0,0,0,2,0,1,1,0,1,0,0,5,12
2022,509,Kensington,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
2022,511,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,517,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,518,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,520,Kensington,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
2022,521,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,525,Kensington,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3
2022,526,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2022,531,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,536,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,537,Kensington,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2022,538,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,543,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,547,Kensington,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
2022,551,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,555,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,557,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,559,Kensington,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,5
2022,562,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
2022,564,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,566,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,570,Kensington,1,0,1,17,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,22
2022,605,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2022,607,East Melbourne,8,0,0,0,1,0,1,5,12,2,0,0,3,3,0,1,2,2,0,40
2022,609,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,610,East Melbourne,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,612,East Melbourne,2,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,7
2022,615,East Melbourne,2,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,65
2022,616,East Melbourne,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,618,East Melbourne,5,0,0,0,0,1,0,0,2,0,0,0,0,4,0,0,1,0,0,13
2022,619,East Melbourne,1,1,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8
2022,642,East Melbourne,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2022,646,East Melbourne,2,1,0,0,0,1,0,0,25,1,0,0,8,8,0,1,0,0,0,47
2022,649,East Melbourne,1,0,0,2,0,0,0,0,0,0,0,0,2,1,3,0,1,0,0,10
2022,654,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2022,657,East Melbourne,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
2022,720,Melbourne (Remainder),10,0,0,2,2,0,0,7,5,0,3,0,6,3,0,3,3,0,3,47
2022,728,Southbank,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2022,729,Southbank,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3
2022,732,Southbank,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,6
2022,735,Southbank,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,1,7
2022,736,Southbank,3,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,2,1,0,11
2022,742,Southbank,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5
2022,743,Southbank,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,744,Southbank,0,0,0,2,1,0,1,0,0,0,0,0,0,3,0,1,0,2,0,10
2022,745,Southbank,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4
2022,749,Southbank,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
2022,750,Southbank,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
2022,752,Southbank,10,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14
2022,753,Southbank,32,5,0,1,1,0,3,6,3,1,4,0,7,14,1,1,9,5,1,94
2022,759,Melbourne (Remainder),1,3,0,1,3,0,1,7,0,1,0,0,3,7,0,0,0,1,1,29
2022,760,Melbourne (Remainder),3,4,0,0,3,1,0,6,44,0,1,0,2,7,3,1,2,3,1,81
2022,773,Docklands,8,1,0,6,0,0,1,0,2,0,1,0,3,3,0,3,4,0,0,32
2022,774,Port Melbourne,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,6
2022,780,Port Melbourne,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
2022,784,Port Melbourne,1,2,0,0,4,0,0,2,0,4,6,0,2,11,4,1,4,1,7,49
2022,786,Port Melbourne,4,0,1,5,6,2,0,0,1,4,11,0,4,5,2,1,2,2,3,53
2022,789,Port Melbourne,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4
2022,790,Port Melbourne,2,8,0,2,24,3,4,0,1,3,25,0,5,12,2,6,5,4,18,124
2022,791,Port Melbourne,0,2,0,0,2,1,0,0,0,0,6,0,2,4,0,1,0,2,1,21
2022,794,Port Melbourne,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
2022,801,Southbank,17,5,0,2,2,0,1,8,1,2,0,0,2,19,1,1,5,1,0,67
2022,804,Southbank,35,4,0,4,0,0,1,0,2,0,1,0,6,3,0,4,143,1,2,206
2022,808,Southbank,5,1,0,3,5,2,2,2,1,1,0,0,0,5,0,1,6,0,0,34
2022,809,Southbank,1,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,6
2022,813,Southbank,1,0,0,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,8
2022,850,Melbourne (Remainder),0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
2022,851,Melbourne (Remainder),0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2022,852,Melbourne (Remainder),5,1,0,12,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,23
2022,853,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,854,South Yarra,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,860,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,862,South Yarra,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2022,871,Melbourne (Remainder),1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,5
2022,901,Parkville,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,902,Parkville,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2022,904,Parkville,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,5
2022,908,Parkville,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2022,910,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2022,911,Parkville,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2022,917,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,919,Parkville,4,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,9
2022,920,Parkville,6,0,0,0,0,0,0,0,53,0,0,0,2,2,0,0,5,1,0,69
2022,923,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,931,Parkville,17,0,0,20,0,1,4,1,14,2,0,0,3,0,1,0,7,1,0,71
2022,1004,West Melbourne (Industrial),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,7
2022,1007,West Melbourne (Industrial),0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13,0,15
2022,1013,West Melbourne (Industrial),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4
2022,1014,West Melbourne (Industrial),0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,6,10
2022,1016,Kensington,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,1105,Docklands,45,3,0,7,3,4,4,11,5,7,0,1,7,23,8,5,3,4,2,142
2022,1109,Docklands,29,3,1,7,3,6,0,7,3,5,4,0,10,45,1,16,9,5,4,158
2022,1111,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
2022,1112,Docklands,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,8
2022,2384,North Melbourne,2,2,0,1,1,0,0,0,1,0,1,0,1,4,0,0,1,0,0,14
2022,2385,North Melbourne,1,1,0,1,0,1,2,0,2,0,3,0,0,0,0,0,1,0,2,14
2022,2387,North Melbourne,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,5,10
2022,2509,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,2511,Kensington,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2022,2523,Kensington,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2022,2525,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2530,Kensington,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2022,2531,Kensington,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3
2022,2538,Kensington,0,0,0,0,0,1,0,0,1,0,3,0,2,2,0,1,0,0,1,11
2022,2539,Kensington,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2022,2540,Kensington,1,1,0,0,4,1,0,1,1,0,2,0,0,10,1,2,1,2,3,30
2022,2546,Kensington,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,6
2021,2,Melbourne (CBD),0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
2021,15,Melbourne (CBD),50,13,1,25,2,9,0,6,7,4,20,0,62,30,1,2,34,0,1,267
2021,17,Melbourne (CBD),33,1,0,1,0,1,0,7,0,1,4,0,6,24,2,3,9,2,2,96
2021,21,Melbourne (CBD),17,5,0,1,3,0,3,3,2,3,1,0,2,7,7,2,1,2,0,59
2021,25,Melbourne (CBD),31,11,0,3,2,20,0,14,13,2,14,0,40,17,0,6,47,2,27,249
2021,26,Melbourne (CBD),10,3,0,1,1,0,3,9,5,1,1,2,2,12,0,2,14,0,1,67
2021,33,Melbourne (CBD),36,8,1,5,4,12,1,23,9,2,1,1,16,90,1,6,6,1,1,224
2021,36,Melbourne (CBD),12,5,0,2,0,0,1,3,2,1,3,0,11,6,3,0,16,0,0,65
2021,44,Melbourne (CBD),22,9,0,0,3,2,1,12,5,0,3,0,13,34,2,5,15,0,2,128
2021,46,Melbourne (CBD),30,2,0,3,0,2,1,2,6,3,0,0,22,8,4,0,25,0,0,108
2021,52,Melbourne (CBD),23,8,0,1,2,0,0,12,3,2,1,0,6,28,6,4,9,1,2,108
2021,62,Melbourne (CBD),20,0,0,1,0,2,1,1,2,0,0,0,4,13,4,0,0,0,0,48
2021,63,Melbourne (CBD),9,1,0,0,0,4,0,2,1,2,0,0,6,23,3,0,2,0,1,54
2021,65,Melbourne (CBD),51,2,0,2,0,1,0,1,3,0,0,0,18,2,0,4,116,1,0,201
2021,72,Melbourne (CBD),26,1,0,0,2,1,0,1,3,0,1,0,3,39,2,2,5,0,0,86
2021,74,Melbourne (CBD),37,7,0,1,2,5,0,7,2,1,1,0,16,45,0,6,10,0,1,141
2021,78,Melbourne (CBD),19,1,0,1,0,0,0,5,3,1,1,0,4,0,17,2,4,0,0,58
2021,81,Melbourne (CBD),6,0,0,0,0,6,0,1,0,0,0,0,0,1,0,0,1,0,0,15
2021,83,Melbourne (CBD),3,0,0,2,0,1,0,0,0,0,1,0,2,0,1,0,1,0,0,11
2021,94,Melbourne (CBD),8,1,0,0,3,8,0,0,1,1,0,0,9,15,2,5,5,0,0,58
2021,111,West Melbourne (Residential),1,1,0,1,0,0,0,1,0,0,0,0,1,5,1,1,2,0,1,15
2021,114,Melbourne (CBD),11,0,0,1,1,1,0,0,0,0,1,0,2,2,1,0,6,0,0,26
2021,115,Melbourne (CBD),12,2,0,1,3,2,0,0,0,1,0,0,3,1,1,5,7,1,0,39
2021,125,Melbourne (CBD),0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4
2021,131,Docklands,7,1,1,1,0,3,0,1,1,0,0,0,2,0,1,2,1,1,0,22
2021,202,Carlton,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,203,Carlton,5,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8
2021,205,Carlton,6,0,0,0,0,2,0,0,5,1,0,0,0,0,0,0,1,0,0,15
2021,207,Carlton,15,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,5,0,0,25
2021,210,Carlton,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,213,Carlton,0,0,0,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,6
2021,214,Carlton,3,1,0,0,0,0,0,0,1,0,2,0,1,6,0,0,4,0,2,20
2021,215,Carlton,7,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,3,1,0,16
2021,217,Carlton,13,2,0,4,1,0,0,0,4,1,1,0,6,1,0,0,18,0,0,51
2021,219,Carlton,4,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,8
2021,220,Carlton,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,4
2021,222,Carlton,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
2021,228,Carlton,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3
2021,229,Carlton,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,230,Carlton,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,7
2021,231,Carlton,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2021,243,Carlton,6,1,0,0,0,8,0,0,2,1,0,0,0,4,0,0,1,0,0,23
2021,253,Carlton,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,255,Carlton,8,1,0,0,0,2,0,0,2,0,0,0,3,3,1,0,2,0,1,23
2021,256,Carlton,7,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,12
2021,259,Carlton,3,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,8
2021,260,Carlton,7,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,5,1,0,19
2021,265,Carlton,16,2,0,0,0,5,0,0,0,1,1,0,4,2,1,1,2,0,0,35
2021,267,Carlton,3,0,0,1,0,0,0,1,2,1,1,0,15,5,0,1,2,1,0,33
2021,268,Carlton,2,1,0,1,0,0,0,1,4,0,0,0,1,5,0,0,0,0,0,15
2021,270,Parkville,26,1,0,7,0,49,0,2,0,0,0,0,1,0,0,0,5,1,0,92
2021,271,Parkville,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2021,273,Carlton,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,4
2021,302,North Melbourne,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2021,304,North Melbourne,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2021,305,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,307,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
